session_id,audio_segment_id,source_asr_sentence_id,start_ms,end_ms,duration_ms,text_clean,audio_source_type,speaker_role,asr_quality,host_speech_usable,exclusion_reason,word_confidence_avg,word_confidence_min,word_count,speech_rate_chars_per_sec,pause_before_ms,pause_after_ms,volume_rms,volume_dbfs,peak_dbfs,emphasis_label,prosody_measure_status,evidence_ref,completion_status
latest_live_04,latest_live_04-A000041,41,195260,199420,4160,呼气爆发力收紧，好，吸气放松，呼气爆发力收紧，吸气放松。,host_speech,probable_host,high,true,,0.944,0.135,17,6.73,200,200,0.351963,-9.07,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000042,42,199620,202340,2720,来，我们跟着音乐的节奏一起来练习一下啊。,host_speech,probable_host,high,true,,0.932,0.381,10,7.35,200,240,0.384783,-8.3,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000043,43,202580,205860,3280,跟着音乐的节奏一起来，好，练收紧啊。,host_speech,probable_host,high,true,,0.908,0.142,10,5.49,240,560,0.382006,-8.36,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000044,44,206420,210780,4360,练完过后，练完过后你们去上厕所感受一下。,host_speech,probable_host,high,true,,0.941,0.304,12,4.59,560,590,0.417708,-7.58,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000045,45,211370,214690,3320,感受一下什么叫力量，什么叫紧致。,host_speech,probable_host,high,true,,0.997,0.991,7,4.82,590,400,0.311713,-10.12,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000046,46,215090,220410,5320,你以前是像花洒一样洒的到处是的，现在一根线就知道了啊。,host_speech,probable_host,high,true,,0.872,0.033,18,5.08,400,240,0.334526,-9.51,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000047,47,220650,221730,1080,好，来跟着啊。,host_speech,probable_host,high,true,,0.998,0.995,4,6.48,240,1760,0.389549,-8.19,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000048,48,223490,228450,4960,身体放松，用盆底肌，大腿不要加，臀部不要加。,host_speech,probable_host,high,true,,0.912,0.357,13,4.44,1760,1000,0.499656,-6.03,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000049,49,229450,232010,2560,能够用多大力就用多大力，ok？,host_speech,probable_host,high,true,,0.908,0.23,9,5.86,1000,320,0.50108,-6.0,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000050,50,232330,234770,2440,好，找到盆底肌的发力的感觉。,host_speech,probable_host,high,true,,0.972,0.82,8,5.74,320,600,0.518534,-5.7,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000051,51,235370,238290,2920,准备好，收。,unknown_audio,unknown,low,false,unstable_word_confidence,0.584,0.172,2,2.05,600,300,0.464163,-6.67,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,partial
latest_live_04,latest_live_04-A000052,52,238590,263370,24780,发收发来，收发，收发，收发，收发，收发，收发发，来，收发，收发，收发，收发，收发，收发，收发，收发，收发，收发，收发收。,host_speech,probable_host,high,true,,0.841,0.633,41,2.42,300,120,0.515684,-5.75,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000053,53,263490,323130,59640,发收法收法收法收收法收法法收法法收收收法法法收法，来收法法收收法收收法法收法收法法收法收法收法收发收收收发收发收发收发收发放松，好放松一下哈，做了过脚部会酸酸的，整个胯部会酸酸的啊，会有点酸酸的，先放松一下。,unknown_audio,unknown,low,false,unstable_word_confidence,0.598,0.238,89,1.74,120,490,0.513421,-5.79,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,partial
latest_live_04,latest_live_04-A000054,54,323620,343500,19880,啊，来，再来找到盆底肌，用它来爆发力，收紧，准备开始，收放、收放、收放、收放，内核心，盆底肌。,host_speech,probable_host,high,true,,0.894,0.25,28,2.36,490,1030,0.507599,-5.89,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000055,55,344530,369490,24960,收，放松，收紧，放松，收放收放收发收发收收收发收收发收收收收收收收发收发收。,host_speech,probable_host,medium,true,,0.675,0.266,30,1.52,1030,1390,0.482335,-6.33,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000056,56,370880,377720,6840,收，放，收，放，收，放，收，放。,host_speech,probable_host,medium,true,,0.771,0.438,8,2.34,1390,200,0.517137,-5.73,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000057,57,377920,385240,7320,来，放松，哎，放松放松，轻轻震动一下，放松放松，轻轻震动一下。,host_speech,probable_host,high,true,,0.866,0.424,13,4.23,200,1160,0.503147,-5.97,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000058,58,386400,391120,4720,对，放松，对，收紧了过后我们还要放松，放松，所以完完全全放松。,host_speech,probable_host,high,true,,0.938,0.269,15,6.57,1160,2920,0.542414,-5.31,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000059,59,394040,401640,7600,好，来揉一下，对，活动一下我们的整个盆底与骨盆，晃动一下。,host_speech,probable_host,high,true,,0.848,0.059,17,3.82,2920,960,0.576951,-4.78,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000060,60,402600,408040,5440,啊，放松，啊，收，转动起来，转动起来。,host_speech,probable_host,medium,true,,0.739,0.042,8,3.49,960,1800,0.559113,-5.05,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000061,61,409840,414360,4520,好，准备一下，我们再来一组啊。,host_speech,probable_host,high,true,,0.964,0.821,7,3.32,1800,320,0.555803,-5.1,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000062,62,414680,418320,3640,先跟着老师练，待会儿我会回答你们的问题，好吗？,host_speech,probable_host,high,true,,0.934,0.429,12,6.32,320,520,0.438528,-7.16,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000063,63,418840,421560,2720,先跟着老师练，待会儿会回答你们的问题。,host_speech,probable_host,high,true,,0.932,0.395,11,6.99,520,440,0.598346,-4.46,0.0,high_emphasis,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000064,64,422000,436040,14040,来，准备好，对，呼气收紧，呼气的时候收紧，吸气放松，呼气收紧，准备好，来开始，收、放、收、放、收、放。,host_speech,probable_host,high,true,,0.927,0.449,25,3.63,440,8110,0.498077,-6.05,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000065,65,444150,460990,16840,这个叫做社会摇。,host_speech,probable_host,medium,true,,0.742,0.377,4,0.48,8110,710,0.452092,-6.9,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000066,66,461700,462860,1160,Ok，懂了吗？,host_speech,probable_host,high,true,,0.812,0.44,3,6.03,710,160,0.426245,-7.41,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000067,67,463020,464660,1640,好，呼气时你看。,host_speech,probable_host,high,true,,0.83,0.554,5,4.88,160,5720,0.276318,-11.17,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000068,68,470380,478500,8120,这个时候我们的盆底肌才能真正的收紧，因为大家知道，其实我们的盆底肌它也叫做呼吸肌。,host_speech,probable_host,high,true,,0.88,0.276,21,5.05,5720,520,0.3833,-8.33,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000069,69,479020,482620,3600,它跟我们的膈肌呢，是上下联动的关系。,host_speech,probable_host,high,true,,0.876,0.417,10,5.0,520,360,0.399639,-7.97,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000070,70,482980,488940,5960,它们就像是盆底肌跟膈肌就像是一个球的上面和一个球的下面。,host_speech,probable_host,high,true,,0.89,0.353,18,4.7,360,480,0.355965,-8.97,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000071,71,489420,492180,2760,我们的膈肌呢，是决定我们的吸气量。,host_speech,probable_host,high,true,,0.874,0.376,10,6.16,480,350,0.432251,-7.29,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000072,72,492530,498530,6000,当我们吸气的时候，膈肌向外打开、向下沉；那么我们的盆底肌呢，是决定我们的呼气量。,host_speech,probable_host,high,true,,0.919,0.003,23,6.67,350,280,0.378492,-8.44,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000073,73,498810,501690,2880,当我们呼气的时候，盆底肌就开始收缩、向上。,host_speech,probable_host,high,true,,0.963,0.761,10,7.29,280,240,0.418126,-7.57,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000074,74,501930,510250,8320,所以你看，吸气、呼气、吸气、呼气，我们每一天都在呼吸，我们每一个呼吸其实都会用到我们的盆底肌。,host_speech,probable_host,high,true,,0.947,0.276,25,5.65,240,360,0.396452,-8.04,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000075,75,510610,520690,10080,所以你看，吸气的时候盆底肌是打开的，呼气是收紧的；吸气是打开的，呼气是收紧的；吸气是打开的，呼气是收紧的。,host_speech,probable_host,high,true,,0.924,0.064,38,5.26,360,80,0.398365,-7.99,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000076,76,520770,522130,1360,我这样讲，大家能明白了吗？,host_speech,probable_host,high,true,,0.998,0.994,7,9.56,80,380,0.395216,-8.06,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000077,77,522510,524870,2360,所以叫呼气要收紧，ok？,host_speech,probable_host,high,true,,0.86,0.04,7,5.08,380,440,0.414974,-7.64,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000078,78,525310,529470,4160,好，有姐妹说老师，拍了球怎么进粉丝群的姐妹？,host_speech,probable_host,high,true,,0.994,0.952,14,5.29,440,320,0.370426,-8.63,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000079,79,529790,534150,4360,来，拍了球都谁拍了的，打个已拍，我让小助理联系你好不好？,host_speech,probable_host,high,true,,0.991,0.934,20,6.42,320,480,0.392629,-8.12,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000080,80,534630,537310,2680,有很多姐妹可能不太用，会用平台。,host_speech,probable_host,high,true,,0.991,0.961,8,5.97,480,400,0.395862,-8.05,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000081,81,537710,544350,6640,第一次买东西找客服哦，可能以前你们买了其他东西也不需要找客服，买了就买了，对不对？,host_speech,probable_host,high,true,,0.986,0.875,20,6.17,400,280,0.356298,-8.96,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000082,82,544630,549300,4670,但是在老师这里，因为我希望大家能够价值最大化，我希望大家。,host_speech,probable_host,high,true,,0.984,0.871,10,6.21,280,120,0.357796,-8.93,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000083,83,549420,553780,4360,买了球不只是买了个东西，而是真正拿回去能学会怎么练盆底肌。,host_speech,probable_host,high,true,,0.811,0.016,17,6.65,120,280,0.364044,-8.78,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000084,84,554060,561180,7120,所以你们拍了的姐妹，在下方1号链接找客服，点击客服找他。,host_speech,probable_host,high,true,,0.93,0.457,18,3.93,280,320,0.346306,-9.21,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000085,85,561500,568500,7000,然后呢，你发你的购买截图给客服，客服就会告诉你怎么进粉丝群的方法了。,host_speech,probable_host,high,true,,0.968,0.563,19,4.86,320,320,0.34601,-9.22,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000086,86,568820,576140,7320,如果现在客服人比较多，没有马上回复，没关系，你也可以私信我，然后呢，也可以，ok，好不好？,host_speech,probable_host,high,true,,0.935,0.337,19,6.15,320,320,0.390284,-8.17,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000087,87,576460,576700,240,好。,host_speech,probable_host,high,true,,0.881,0.881,1,8.33,320,1270,0.330614,-9.61,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000088,88,577970,579450,1480,来，还有什么？,host_speech,probable_host,high,true,,0.996,0.995,2,4.73,1270,280,0.272632,-11.29,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000089,89,579730,581490,1760,对，好，呼气收紧，对的。,host_speech,probable_host,high,true,,0.986,0.931,7,6.82,280,240,0.321014,-9.87,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000090,90,581730,584610,2880,好，来，接下来我们稍作休息一下，放松一下。,host_speech,probable_host,high,true,,0.997,0.986,10,7.29,240,320,0.366061,-8.73,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000091,91,584930,588570,3640,刚刚这个动作哦，有姐妹说看不到是怎么收紧的。,host_speech,probable_host,high,true,,0.989,0.893,11,6.04,320,760,0.372913,-8.57,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000092,92,589330,590490,1160,我怎么给你看呢？,host_speech,probable_host,high,true,,0.997,0.988,5,6.9,760,40,0.414909,-7.64,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000093,93,590530,598850,8320,宝贝，在这里就是不能给你看，我只能够给你描述，因为盆底肌的位置很特殊，因为它是藏在我们的骨盆最深处的。,host_speech,probable_host,high,true,,0.959,0.116,29,6.13,40,440,0.396276,-8.04,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000094,94,599290,612930,13640,所以说，如果说大家真的想学习，想学干货的，你们拍了球过后，进我的内部粉丝群，我就会用道具给你们演示，给你们展示，然后会更细致的讲解我们怎么收。,host_speech,probable_host,high,true,,0.995,0.947,37,5.21,440,360,0.376471,-8.49,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000095,95,613290,619410,6120,因为这个东西它本身就看不见，它，我们女性它是藏在里面的，它不像男性是凸在外面的，对不对？,host_speech,probable_host,high,true,,0.857,0.01,22,7.19,360,440,0.378745,-8.43,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000096,96,619850,622490,2640,所以说它的收紧和放松，更多时候是靠什么？,host_speech,probable_host,high,true,,0.984,0.86,10,7.58,440,360,0.376575,-8.48,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000097,97,622850,623650,800,靠意念。,host_speech,probable_host,high,true,,0.996,0.992,3,5.0,360,470,0.463415,-6.68,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000098,98,624120,629600,5480,靠我们自己的内在感知，或者说你用了瑜伽球过后，你怎么知道你收没收起来呢？,host_speech,probable_host,high,true,,0.984,0.806,18,6.57,470,200,0.37453,-8.53,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000099,99,629800,631240,1440,就这个瑜伽球有没有动。,host_speech,probable_host,high,true,,0.94,0.767,6,7.64,200,320,0.439182,-7.15,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000100,100,631560,645240,13680,如果你在往上收的时候，这个瑜伽球会跟着你，它里面的气儿就会跟着往上被吸起来，跑来放松、收放、收放，你是能够感受到这个球在动的，就证明你的盆底肌在动了。,host_speech,probable_host,high,true,,0.98,0.76,45,5.48,320,160,0.370484,-8.62,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000101,101,645400,648200,2800,但前提是不是用的大腿，不是用的臀部啊？,host_speech,probable_host,high,true,,0.989,0.945,12,6.79,160,440,0.356345,-8.96,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000102,102,648640,663160,14520,你说到这里，我还想到我前两天认识一个北京的一个一个领导，然后呢他就跟我分享，他说他们就是有那种练了几十年的功夫，男性也会练盆底肌的，练了几十年的功夫，真的是有像磁铁一样的吸力的。,host_speech,probable_host,high,true,,0.973,0.304,49,6.13,440,240,0.392993,-8.11,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000103,103,663400,666640,3240,他说他把手放在这里，直接给他吸住了，拿都拿不开。,host_speech,probable_host,high,true,,0.957,0.747,13,7.41,240,440,0.377724,-8.46,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000104,104,667080,670000,2920,哈，所以说这个地方功夫是真的厉害的。,host_speech,probable_host,high,true,,0.931,0.571,7,6.16,440,200,0.3938,-8.09,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000105,105,670200,672240,2040,所以我们练，我们现在练的是什么？,host_speech,probable_host,high,true,,0.984,0.921,6,7.84,200,200,0.397992,-8.0,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000106,106,672440,677880,5440,我们的盆底肌外部的力量，练盆底肌的收缩、盆底肌的弹性、盆底肌的循环，对不对？,host_speech,probable_host,high,true,,0.914,0.442,24,6.99,200,440,0.385954,-8.27,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000107,107,678320,690160,11840,然后呢，其实我们最后我们要练里，练里面，练里面我们的吸握力，练我们里面的吞吐力，练我们里面的十，12段的爬，就是爬升的能力。,host_speech,probable_host,high,true,,0.866,0.269,35,5.24,440,470,0.353185,-9.04,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000108,108,690630,693310,2680,这个你们练会了，真的，姐妹们叫绝绝子！,host_speech,probable_host,high,true,,0.983,0.901,12,7.09,470,360,0.369616,-8.64,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000109,109,693670,695750,2080,没有几个女人能够跟你比得了了。,host_speech,probable_host,high,true,,0.994,0.975,8,7.21,360,760,0.278808,-11.09,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
latest_live_04,latest_live_04-A000110,110,696510,701630,5120,所以说，这个世界上只有两种女人：一种是练过私密的，一种是没有练过的。,host_speech,probable_host,high,true,,0.915,0.063,18,6.64,760,440,0.412793,-7.69,0.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_04/asr_raw/latest_live_04_asr_result.json,passed
