priority_rank,priority_score,session_id,review_item_id,related_event_id,related_comment_id,start_ms,timecode,risk_type,review_reason,evidence_refs,current_ai_status,suggested_review_action,completion_status
843,70,latest_live_10,RISK-00668,latest_live_10-SEM0187-000004395400,latest_live_10-COM01112,4380000,01:13:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
844,70,latest_live_10,RISK-00661,latest_live_10-SEM0190-000004459950,latest_live_10-COM01105,4440000,01:14:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
845,70,latest_live_10,RISK-00670,latest_live_10-SEM0190-000004459950,latest_live_10-COM01114,4440000,01:14:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
846,70,latest_live_10,RISK-00712,latest_live_10-SEM0190-000004459950,latest_live_10-COM01182,4440000,01:14:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
847,70,latest_live_10,RISK-00698,latest_live_10-SEM0193-000004513480,latest_live_10-COM01161,4500000,01:15:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
848,70,latest_live_10,RISK-00746,latest_live_10-SEM0193-000004513480,latest_live_10-COM01261,4500000,01:15:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
849,70,latest_live_10,RISK-00669,latest_live_10-SEM0196-000004560440,latest_live_10-COM01113,4560000,01:16:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
850,70,latest_live_10,RISK-00671,latest_live_10-SEM0196-000004560440,latest_live_10-COM01115,4560000,01:16:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
851,70,latest_live_10,RISK-00699,latest_live_10-SEM0205-000004819450,latest_live_10-COM01162,4800000,01:20:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
852,70,latest_live_10,RISK-00711,latest_live_10-SEM0210-000004928780,latest_live_10-COM01179,4920000,01:22:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
853,70,latest_live_10,RISK-00732,latest_live_10-SEM0210-000004928780,latest_live_10-COM01222,4920000,01:22:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
854,70,latest_live_10,RISK-00728,latest_live_10-SEM0212-000004997460,latest_live_10-COM01213,4980000,01:23:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
855,70,latest_live_10,RISK-00717,latest_live_10-SEM0214-000005050120,latest_live_10-COM01189,5040000,01:24:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
856,70,latest_live_10,RISK-00733,latest_live_10-SEM0214-000005050120,latest_live_10-COM01224,5040000,01:24:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
857,70,latest_live_10,RISK-00693,latest_live_10-SEM0220-000005162630,latest_live_10-COM01149,5160000,01:26:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
858,70,latest_live_10,RISK-00725,latest_live_10-SEM0220-000005162630,latest_live_10-COM01210,5160000,01:26:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
859,70,latest_live_10,RISK-00701,latest_live_10-SEM0225-000005321050,latest_live_10-COM01167,5280000,01:28:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
860,70,latest_live_10,RISK-00749,latest_live_10-SEM0232-000005474380,latest_live_10-COM01265,5460000,01:31:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
861,70,latest_live_10,RISK-00710,latest_live_10-SEM0237-000005603760,latest_live_10-COM01178,5580000,01:33:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
862,70,latest_live_10,RISK-00738,latest_live_10-SEM0237-000005603760,latest_live_10-COM01240,5580000,01:33:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
863,70,latest_live_10,RISK-00704,latest_live_10-SEM0239-000005652500,latest_live_10-COM01170,5640000,01:34:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
864,70,latest_live_10,RISK-00721,latest_live_10-SEM0239-000005652500,latest_live_10-COM01199,5640000,01:34:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
865,70,latest_live_10,RISK-00689,latest_live_10-SEM0249-000005893030,latest_live_10-COM01144,5880000,01:38:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
866,70,latest_live_10,RISK-00709,latest_live_10-SEM0249-000005893030,latest_live_10-COM01177,5880000,01:38:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
867,70,latest_live_10,RISK-00739,latest_live_10-SEM0249-000005893030,latest_live_10-COM01253,5880000,01:38:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
868,70,latest_live_10,RISK-00688,latest_live_10-SEM0251-000005945530,latest_live_10-COM01143,5940000,01:39:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
869,70,latest_live_10,RISK-00692,latest_live_10-SEM0251-000005945530,latest_live_10-COM01147,5940000,01:39:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
870,70,latest_live_10,RISK-00729,latest_live_10-SEM0251-000005945530,latest_live_10-COM01215,5940000,01:39:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
871,70,latest_live_10,RISK-00691,latest_live_10-SEM0258-000006062380,latest_live_10-COM01146,6060000,01:41:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
872,70,latest_live_10,RISK-00737,latest_live_10-SEM0263-000006138730,latest_live_10-COM01234,6120000,01:42:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
873,70,latest_live_10,RISK-00750,latest_live_10-SEM0263-000006138730,latest_live_10-COM01270,6120000,01:42:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
874,60,latest_live_01,UNK-000035,latest_live_01-SEM0001-000000000160,latest_live_01-COM00047,0,00:00:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00047,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
875,60,latest_live_01,UNK-000146,latest_live_01-SEM0001-000000000160,latest_live_01-COM00218,0,00:00:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00218,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
876,60,latest_live_01,UNK-000126,latest_live_01-SEM0002-000000088920,latest_live_01-COM00192,60000,00:01:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00192,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
877,60,latest_live_01,UNK-000127,latest_live_01-SEM0002-000000088920,latest_live_01-COM00193,60000,00:01:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00193,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
878,60,latest_live_01,UNK-000173,latest_live_01-SEM0002-000000088920,latest_live_01-COM00261,60000,00:01:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00261,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
879,60,latest_live_01,UNK-000165,latest_live_01-SEM0004-000000133890,latest_live_01-COM00252,120000,00:02:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00252,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
880,60,latest_live_01,UNK-000047,latest_live_01-SEM0006-000000192060,latest_live_01-COM00071,180000,00:03:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00071,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
881,60,latest_live_01,UNK-000084,latest_live_01-SEM0006-000000192060,latest_live_01-COM00129,180000,00:03:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00129,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
882,60,latest_live_01,UNK-000121,latest_live_01-SEM0006-000000192060,latest_live_01-COM00187,180000,00:03:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00187,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
883,60,latest_live_01,UNK-000119,latest_live_01-SEM0008-000000244610,latest_live_01-COM00184,240000,00:04:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00184,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
884,60,latest_live_01,UNK-000107,latest_live_01-SEM0010-000000322680,latest_live_01-COM00170,300000,00:05:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00170,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
885,60,latest_live_01,UNK-000071,latest_live_01-SEM0012-000000367650,latest_live_01-COM00107,360000,00:06:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00107,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
886,60,latest_live_01,UNK-000132,latest_live_01-SEM0012-000000367650,latest_live_01-COM00201,360000,00:06:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00201,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
887,60,latest_live_01,UNK-000030,latest_live_01-SEM0015-000000424550,latest_live_01-COM00041,420000,00:07:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00041,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
888,60,latest_live_01,UNK-000183,latest_live_01-SEM0015-000000424550,latest_live_01-COM00276,420000,00:07:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00276,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
889,60,latest_live_01,UNK-000025,latest_live_01-SEM0021-000000543670,latest_live_01-COM00031,540000,00:09:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00031,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
890,60,latest_live_01,UNK-000026,latest_live_01-SEM0021-000000543670,latest_live_01-COM00032,540000,00:09:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00032,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
891,60,latest_live_01,UNK-000085,latest_live_01-SEM0021-000000543670,latest_live_01-COM00130,540000,00:09:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00130,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
892,60,latest_live_01,UNK-000086,latest_live_01-SEM0021-000000543670,latest_live_01-COM00131,540000,00:09:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00131,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
893,60,latest_live_01,UNK-000110,latest_live_01-SEM0024-000000622240,latest_live_01-COM00173,600000,00:10:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00173,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
894,60,latest_live_01,UNK-000007,latest_live_01-SEM0027-000000677380,latest_live_01-COM00005,660000,00:11:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00005,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
895,60,latest_live_01,UNK-000130,latest_live_01-SEM0027-000000677380,latest_live_01-COM00198,660000,00:11:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00198,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
896,60,latest_live_01,UNK-000175,latest_live_01-SEM0027-000000677380,latest_live_01-COM00263,660000,00:11:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00263,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
897,60,latest_live_01,UNK-000057,latest_live_01-SEM0029-000000726930,latest_live_01-COM00086,720000,00:12:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00086,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
898,60,latest_live_01,UNK-000083,latest_live_01-SEM0029-000000726930,latest_live_01-COM00128,720000,00:12:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00128,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
899,60,latest_live_01,UNK-000055,latest_live_01-SEM0036-000000843010,latest_live_01-COM00084,840000,00:14:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00084,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
900,60,latest_live_01,UNK-000078,latest_live_01-SEM0036-000000843010,latest_live_01-COM00119,840000,00:14:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00119,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
901,60,latest_live_01,UNK-000112,latest_live_01-SEM0040-000000923500,latest_live_01-COM00175,900000,00:15:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00175,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
902,60,latest_live_01,UNK-000151,latest_live_01-SEM0040-000000923500,latest_live_01-COM00226,900000,00:15:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00226,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
903,60,latest_live_01,UNK-000152,latest_live_01-SEM0040-000000923500,latest_live_01-COM00228,900000,00:15:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00228,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
904,60,latest_live_01,UNK-000164,latest_live_01-SEM0043-000001021240,latest_live_01-COM00251,1020000,00:17:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00251,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
905,60,latest_live_01,UNK-000031,latest_live_01-SEM0044-000001092560,latest_live_01-COM00043,1080000,00:18:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00043,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
906,60,latest_live_01,UNK-000037,latest_live_01-SEM0044-000001092560,latest_live_01-COM00050,1080000,00:18:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00050,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
907,60,latest_live_01,UNK-000134,latest_live_01-SEM0044-000001092560,latest_live_01-COM00204,1080000,00:18:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00204,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
908,60,latest_live_01,UNK-000137,latest_live_01-SEM0044-000001092560,latest_live_01-COM00207,1080000,00:18:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00207,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
909,60,latest_live_01,UNK-000158,latest_live_01-SEM0045-000001179440,latest_live_01-COM00244,1140000,00:19:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00244,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
910,60,latest_live_01,UNK-000170,latest_live_01-SEM0045-000001179440,latest_live_01-COM00257,1140000,00:19:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00257,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
911,60,latest_live_01,UNK-000174,latest_live_01-SEM0045-000001179440,latest_live_01-COM00262,1140000,00:19:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00262,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
912,60,latest_live_01,UNK-000171,latest_live_01-SEM0046-000001214480,latest_live_01-COM00258,1200000,00:20:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00258,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
913,60,latest_live_01,UNK-000041,latest_live_01-SEM0059-000001463780,latest_live_01-COM00063,1440000,00:24:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00063,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
914,60,latest_live_01,UNK-000045,latest_live_01-SEM0059-000001463780,latest_live_01-COM00068,1440000,00:24:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00068,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
915,60,latest_live_01,UNK-000081,latest_live_01-SEM0059-000001463780,latest_live_01-COM00126,1440000,00:24:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00126,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
916,60,latest_live_01,UNK-000108,latest_live_01-SEM0061-000001501960,latest_live_01-COM00171,1500000,00:25:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00171,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
917,60,latest_live_01,UNK-000154,latest_live_01-SEM0061-000001501960,latest_live_01-COM00233,1500000,00:25:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00233,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
918,60,latest_live_01,UNK-000068,latest_live_01-SEM0070-000001708090,latest_live_01-COM00104,1680000,00:28:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00104,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
919,60,latest_live_01,UNK-000094,latest_live_01-SEM0070-000001708090,latest_live_01-COM00150,1680000,00:28:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00150,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
920,60,latest_live_01,UNK-000062,latest_live_01-SEM0073-000001741300,latest_live_01-COM00096,1740000,00:29:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00096,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
921,60,latest_live_01,UNK-000115,latest_live_01-SEM0073-000001741300,latest_live_01-COM00179,1740000,00:29:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00179,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
922,60,latest_live_01,UNK-000159,latest_live_01-SEM0073-000001741300,latest_live_01-COM00245,1740000,00:29:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00245,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
923,60,latest_live_01,UNK-000163,latest_live_01-SEM0073-000001741300,latest_live_01-COM00249,1740000,00:29:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00249,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
924,60,latest_live_01,UNK-000109,latest_live_01-SEM0077-000001813910,latest_live_01-COM00172,1800000,00:30:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00172,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
925,60,latest_live_01,UNK-000019,latest_live_01-SEM0079-000001864220,latest_live_01-COM00022,1860000,00:31:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00022,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
926,60,latest_live_01,UNK-000069,latest_live_01-SEM0079-000001864220,latest_live_01-COM00105,1860000,00:31:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00105,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
927,60,latest_live_01,UNK-000020,latest_live_01-SEM0082-000001925470,latest_live_01-COM00023,1920000,00:32:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00023,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
928,60,latest_live_01,UNK-000067,latest_live_01-SEM0082-000001925470,latest_live_01-COM00103,1920000,00:32:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00103,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
929,60,latest_live_01,UNK-000088,latest_live_01-SEM0082-000001925470,latest_live_01-COM00138,1920000,00:32:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00138,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
930,60,latest_live_01,UNK-000114,latest_live_01-SEM0082-000001925470,latest_live_01-COM00177,1920000,00:32:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00177,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
931,60,latest_live_01,UNK-000087,latest_live_01-SEM0086-000001992590,latest_live_01-COM00133,1980000,00:33:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00133,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
932,60,latest_live_01,UNK-000098,latest_live_01-SEM0086-000001992590,latest_live_01-COM00158,1980000,00:33:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00158,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
933,60,latest_live_01,UNK-000104,latest_live_01-SEM0086-000001992590,latest_live_01-COM00165,1980000,00:33:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00165,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
934,60,latest_live_01,UNK-000113,latest_live_01-SEM0086-000001992590,latest_live_01-COM00176,1980000,00:33:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00176,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
935,60,latest_live_01,UNK-000116,latest_live_01-SEM0086-000001992590,latest_live_01-COM00180,1980000,00:33:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00180,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
936,60,latest_live_01,UNK-000117,latest_live_01-SEM0086-000001992590,latest_live_01-COM00182,1980000,00:33:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00182,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
937,60,latest_live_01,UNK-000182,latest_live_01-SEM0086-000001992590,latest_live_01-COM00275,1980000,00:33:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00275,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
938,60,latest_live_01,UNK-000092,latest_live_01-SEM0089-000002049690,latest_live_01-COM00145,2040000,00:34:00,comment_reply_causality_not_confirmed,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00145,true_source_limit,manual_review_original_video_comment_and_host_speech,pending_human_review
