bridge_id,field_type,lesson_id,source_type,source_quote,timecode,bridge_note,review_flag
B05803,案例证据,L0217,case,尤其是壓力性的尿石肌的姐妹們,00:01:16.190,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05804,案例证据,L0217,case,比如說我們的肉尿,00:01:43.630,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05805,案例证据,L0217,case,尤其是便秘的姐妹們,00:03:06.830,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05806,案例证据,L0217,case,比如說我們很多人會習慣頸部的呼吸,00:07:17.060,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05807,案例证据,L0218,case,Hello 姐妹們,00:00:03.380,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05808,案例证据,L0218,case,防止致窗的姐妹們非常好,00:00:12.060,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05809,案例证据,L0218,case,比如說如果一個人,00:01:10.260,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05810,案例证据,L0218,case,對於我們初學的姐妹們來講,00:02:56.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05811,案例证据,L0219,case,Hello 姐妹們,00:00:03.310,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05812,案例证据,L0219,case,預防我們脫垂的姐妹們,00:00:16.630,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05813,案例证据,L0219,case,或者臟腹下垂的姐妹們,00:00:30.030,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05814,案例证据,L0219,case,同時針對我們丈夫下垂的姐妹,00:04:07.990,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05815,案例证据,L0219,case,可能我們有的姐妹,00:08:09.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05816,案例证据,L0219,case,好來接下來的姐妹們,00:08:43.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05817,案例证据,L0220,case,好了 姐妹们 接下来这个动作呢,00:00:03.660,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05818,案例证据,L0220,case,减少漏尿现象的姐妹们,00:00:14.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05819,案例证据,L0220,case,获得我们更好的性感受和控制能力的姐妹们,00:00:24.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05820,案例证据,L0220,case,腰椎过度前突的姐妹们,00:02:09.780,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05821,案例证据,L0220,case,为我们备孕的姐妹们,00:02:34.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05822,案例证据,L0220,case,还有的姐妹会发现,00:04:07.820,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05823,案例证据,L0220,case,床上如果比较软的姐妹,00:08:57.740,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05824,案例证据,L0221,case,尤其是我们有骨盆前请的姐妹,00:27:01.980,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05825,案例证据,L0221,case,可能我們有的姐妹,00:38:49.150,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05826,案例证据,L0221,case,好 來接下來姐妹們,00:39:23.270,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05827,案例证据,L0221,case,膝蓋壓不下去的姐妹們,00:45:34.480,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05828,案例证据,L0221,case,又有骨盆前傾的姐妹們,00:48:14.280,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05829,案例证据,L0221,case,所以姐妹們 學會了嗎,00:48:46.120,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05830,案例证据,L0222,case,但是很多姐妹们在做区宽练习的时候都做错了,00:01:12.780,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05831,案例证据,L0222,case,有很多姐妹们在做的时候,00:03:00.900,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05832,案例证据,L0222,case,我们很多姐妹宽没有折叠,00:03:06.780,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05833,案例证据,L0222,case,还有的姐妹们在收回来的时候,00:03:15.100,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05834,案例证据,L0222,case,很多姐妹很容易出现错误的发力方式,00:05:08.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05835,案例证据,L0222,case,很多姐妹们在练习的时候,00:05:31.220,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05836,案例证据,L0222,case,那还有的姐妹们会用腰部来发力,00:05:39.180,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05837,案例证据,L0222,case,姐妹们练习一会儿你就会感觉到,00:06:21.580,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05838,案例证据,L0222,case,很多姐妹也会容易出现一些错误的发力方式,00:10:06.900,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05839,案例证据,L0222,case,比如有的姐妹们就会用膝盖来带动我们整个身体转起来,00:10:10.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05840,案例证据,L0222,case,还有一多姐妹们就会用腰,00:10:16.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05841,案例证据,L0222,case,姐妹们现在练到有什么感觉呢,00:11:10.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05842,案例证据,L0222,case,甚至有的姐妹们在练习的时候,00:11:16.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05843,案例证据,L0222,case,当然也有的姐妹们可能练习的时候发现,00:11:25.100,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05844,案例证据,L0223,case,我们很多姐妹在做瑜伽练习的时候会用拱背,00:01:20.710,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05845,案例证据,L0223,case,很多姐妹们很容易出现收缩的时候,00:05:02.260,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05846,案例证据,L0223,case,我们很多姐妹们会用到卷斧的力量,00:05:21.860,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05847,案例证据,L0223,case,我们很多姐妹们在练习的过程当中,00:05:36.740,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05848,案例证据,L0224,case,这个时候姐妹们大家可以感受一下,00:00:11.370,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05849,案例证据,L0224,case,很多姐妹就会不自觉的会出现,00:00:15.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05850,案例证据,L0224,case,尤其是经过怀孕生产的姐妹,00:00:20.570,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05851,案例证据,L0224,case,好 很多姐妹在平躺下来过后发现,00:00:32.170,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05852,案例证据,L0224,case,也有的姐妹们会出现后傾,00:00:44.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05853,案例证据,L0224,case,我们有的姐妹就会发现,00:04:00.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05854,案例证据,L0224,case,我们有些姐妹就会出现骨盆的歪斜,00:04:13.250,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05855,案例证据,L0224,case,我们有的姐妹们在打开的时候,00:05:18.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05856,案例证据,L0224,case,也有的姐妹们在打开的时候发现好像打不开,00:05:41.250,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05857,案例证据,L0224,case,姐妹们跟着我一起,00:06:41.650,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05858,案例证据,L0225,case,所以说长期处于这种坐姿的姐妹们,00:00:41.890,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05859,案例证据,L0225,case,这样坐姿的姐妹们,00:00:49.690,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05860,案例证据,L0225,case,很多姐妹们除了刚门会发力以外,00:02:27.290,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05861,案例证据,L0225,case,或者有的姐妹会用肚子去收来去发力,00:02:32.370,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05862,案例证据,L0225,case,我们的有的姐妹会有一点点紧张,00:04:59.290,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05863,案例证据,L0226,case,注意姐妹们在做这个练习的时候,00:02:12.410,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05864,案例证据,L0226,case,我们有的姐妹们可能对脉轮不是很熟悉,00:03:46.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05865,案例证据,L0226,case,比如说我们可以这样,00:07:59.210,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05866,案例证据,L0227,case,OK 好 姐妹們現在練習完過,00:09:11.640,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05867,案例证据,L0227,case,也有的姐妹們可能會出現,00:09:19.320,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05868,案例证据,L0228,case,我想柔每個姐妹們都想要獲得對不對,00:00:17.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05869,案例证据,L0228,case,很多人會想我四肢也很協調,00:00:27.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05870,案例证据,L0228,case,你會發現以前你可能不會跳舞的,00:01:35.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05871,案例证据,L0228,case,以前你的身體很僵硬的,00:01:38.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05872,案例证据,L0228,case,比如說我們感受到恐懼的情緒,00:02:54.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05873,案例证据,L0228,case,比如說我們的持過聯合,00:03:44.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05874,案例证据,L0229,case,我們很多人也會出現,00:01:43.400,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05875,案例证据,L0229,case,我們很多姐妹們說,00:03:12.600,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05876,案例证据,L0230,case,很多姐妹们我想大家都会有这样的困惑 对吧,00:00:22.890,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05877,案例证据,L0230,case,其实很多姐妹们都会有面临的这样的问题,00:00:50.290,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05878,案例证据,L0230,case,除此以外也会有很多姐妹跟我留言说,00:01:11.370,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05879,案例证据,L0230,case,当然没有生过宝宝的姐妹们,00:01:29.010,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05880,案例证据,L0231,case,也经常有姐妹们会发现,00:02:04.410,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05881,案例证据,L0232,case,比如说情绪的焦虑,00:01:47.060,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05882,案例证据,L0232,case,原来盆底机的收缩以外,00:02:08.940,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05883,案例证据,L0233,case,所以我一定要强烈的安理姐妹们,00:00:14.050,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05884,案例证据,L0234,case,可能有的姐妹们还不知道,00:00:08.690,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05885,案例证据,L0234,case,可能有很多姐妹们的想,00:04:29.090,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05886,案例证据,L0236,case,"我们在练习的过程中,也有的姐妹们可能会出现腰背部发力",00:06:03.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05887,案例证据,L0236,case,也有的姐妹们可能会出现整个腰痛的情况,00:06:23.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05888,案例证据,L0236,case,"也有的姐妹们在练习的时候发现,好像吸气的时候打不开",00:06:38.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05889,案例证据,L0236,case,我们很多人就会用膝盖去发力,00:07:05.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05890,案例证据,L0236,case,"姐妹们,记住了吗",00:07:33.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05891,案例证据,L0237,case,也有的姐妹們可能在練習的時候,00:05:55.660,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05892,案例证据,L0237,case,姐妹們這個動作學會了嗎,00:06:27.620,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05893,案例证据,L0238,case,比如說你平時感受到,00:04:35.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05894,案例证据,L0239,case,姐妹們把雙手放在我們的腹部下方,00:00:14.840,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05895,案例证据,L0239,case,很多姐妹們可能覺得很好奇,00:04:39.230,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05896,案例证据,L0239,case,那我們也有的姐妹們,00:06:43.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05897,案例证据,L0239,case,姐妹們可以練習起來,00:07:19.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05898,案例证据,L0240,case,可能有很多姐妹们的想,00:04:43.470,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05899,案例证据,L0240,case,好 姐妹們把雙手放在我們的腹部下方,00:22:15.520,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05900,案例证据,L0241,case,但是很多姐妹们在做区宽练习的时候都做错了,00:01:10.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05901,案例证据,L0241,case,有很多姐妹们在做的时候,00:02:58.420,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05902,案例证据,L0241,case,我们很多姐妹宽没有折叠,00:03:04.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05903,案例证据,L0241,case,还有的姐妹们在收回来的时候,00:03:12.620,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05904,案例证据,L0241,case,很多姐妹很容易出现错误的发力方式,00:05:05.820,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05905,案例证据,L0241,case,很多姐妹们在练习的时候,00:05:28.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05906,案例证据,L0241,case,那还有的姐妹们会用腰部来发力,00:05:36.660,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05907,案例证据,L0241,case,姐妹们练习一会儿你就会感觉到,00:06:19.060,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05908,案例证据,L0241,case,很多姐妹也会容易出现一些错误的发力方式,00:10:04.460,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05909,案例证据,L0241,case,比如有的姐妹们就会用膝盖来带动我们整个身体转起来,00:10:07.940,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05910,案例证据,L0241,case,还有一多姐妹们就会用腰,00:10:14.060,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05911,案例证据,L0241,case,姐妹们现在练到有什么感觉呢,00:11:08.260,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05912,案例证据,L0241,case,甚至有的姐妹们在练习的时候就会发现,00:11:13.900,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05913,案例证据,L0241,case,当上也有的姐妹们可能练习的时候发现,00:11:22.540,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05914,案例证据,L0242,case,我们很多姐妹在做瑜伽练习的时候会用拱背,00:01:19.720,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05915,案例证据,L0242,case,很多姐妹们很容易出现收缩的时候,00:05:01.230,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05916,案例证据,L0242,case,我们很多姐妹们会用到卷斧的力量,00:05:20.870,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05917,案例证据,L0242,case,我们很多姐妹们在练习的过程当中,00:05:35.750,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05918,案例证据,L0243,case,这个时候姐妹们大家可以感受一下,00:00:11.440,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05919,案例证据,L0243,case,很多姐妹就会不自觉的会出现,00:00:15.920,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05920,案例证据,L0243,case,尤其是经过怀孕生产的姐妹,00:00:20.520,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05921,案例证据,L0243,case,好 很多姐妹在平躺下来过后发现,00:00:32.600,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05922,案例证据,L0243,case,那也有的姐妹们会出现后傾,00:00:45.120,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05923,案例证据,L0243,case,我们有的姐妹就会发现,00:04:00.740,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05924,案例证据,L0243,case,我们有些姐妹就会出现骨盆的歪斜,00:04:13.220,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05925,案例证据,L0243,case,我们有的姐妹们在打开的时候,00:05:19.260,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05926,案例证据,L0243,case,也有的姐妹们在打开的时候,00:05:41.420,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05927,案例证据,L0244,case,"好,姐妹們現在練習完過後",00:09:12.060,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05928,案例证据,L0244,case,也有的姐妹們可能會出現,00:09:19.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05929,案例证据,L0245,case,注意姐妹们在做这个练习的时候,00:02:12.410,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05930,案例证据,L0245,case,我们有的姐妹们可能对脉轮不是很熟悉,00:03:46.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05931,案例证据,L0245,case,比如说我们可以这样,00:07:59.210,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05932,案例证据,L0246,case,所以说长期处于这种坐姿的姐妹们,00:00:41.890,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05933,案例证据,L0246,case,这样坐姿的姐妹们,00:00:49.690,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05934,案例证据,L0246,case,很多姐妹们除了刚门会发力以外,00:02:27.290,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05935,案例证据,L0246,case,或者有的姐妹会用肚子去收来去发力,00:02:32.370,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05936,案例证据,L0246,case,我们的有的姐妹会有一点点紧张,00:04:59.290,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05937,案例证据,L0247,case,我想柔每個姐妹們都想要獲得對不對,00:00:17.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05938,案例证据,L0247,case,很多人會想我四肢也很協調,00:00:27.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05939,案例证据,L0247,case,你會發現以前你可能不會跳舞的,00:01:35.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05940,案例证据,L0247,case,以前你的身體很僵硬的,00:01:38.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05941,案例证据,L0247,case,比如說我們感受到恐懼的情緒,00:02:54.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05942,案例证据,L0247,case,比如說我們的持過聯合,00:03:44.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05943,案例证据,L0248,case,我們很多人也會出現,00:01:43.400,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05944,案例证据,L0248,case,我們很多姐妹們說,00:03:11.600,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05945,案例证据,L0249,case,很多姐妹们我想大家都会有这样的困惑 对吧,00:00:22.890,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05946,案例证据,L0249,case,其实很多姐妹们都会有面临的这样的问题,00:00:50.290,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05947,案例证据,L0249,case,除此以外也会有很多姐妹跟我留言说,00:01:11.370,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05948,案例证据,L0249,case,当然没有生过宝宝的姐妹们,00:01:29.010,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05949,案例证据,L0250,case,所以我一定要强烈的安理姐妹们,00:00:14.050,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05950,案例证据,L0251,case,比如说情绪的焦虑,00:01:47.060,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05951,案例证据,L0251,case,原来盆底机的收缩以外,00:02:08.940,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05952,案例证据,L0252,case,也经常有姐妹们会发现,00:02:04.410,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05953,案例证据,L0253,case,可能有的姐妹们还不知道,00:00:08.270,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05954,案例证据,L0253,case,可能有很多姐妹们的想,00:04:28.670,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05955,案例证据,L0255,case,"我们在练习的过程中,也有的姐妹们可能会出现腰背部发力",00:06:03.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05956,案例证据,L0255,case,也有的姐妹们可能会出现整个腰痛的情况,00:06:23.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05957,案例证据,L0255,case,"也有的姐妹们在练习的时候发现,好像吸气的时候打不开",00:06:38.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05958,案例证据,L0255,case,我们很多人就会用膝盖去发力,00:07:05.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05959,案例证据,L0255,case,"姐妹们,记住了吗",00:07:33.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05960,案例证据,L0256,case,姐妹們把雙手放在我們的腹部下方,00:00:14.840,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05961,案例证据,L0256,case,很多姐妹們可能覺得很好奇,00:04:39.230,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05962,案例证据,L0256,case,有的姐妹們可能在呼吸的時候會發現,00:05:54.990,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05963,案例证据,L0256,case,那我們也有的姐妹們,00:06:43.680,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05964,案例证据,L0256,case,姐妹們可以練習起來,00:07:19.120,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05965,案例证据,L0257,case,比如說你平時感受到,00:04:35.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05966,案例证据,L0258,case,也有的姐妹們可能在練習的時候,00:05:55.660,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05967,案例证据,L0258,case,姐妹們這個動作學會了嗎,00:06:27.620,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05968,案例证据,L0259,case,可能很多姐妹们都想,00:04:48.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05969,案例证据,L0259,case,姐妹们把双手放在我们的腹部下方,00:27:49.750,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05970,案例证据,L0260,case,所以我一定要强烈的安理姐妹们,00:00:14.090,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05971,案例证据,L0260,case,姐妹们赶紧练习起来吧,00:02:25.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05972,案例证据,L0260,case,OK 好 姐妹们现在练习完过后,00:11:37.020,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05973,案例证据,L0260,case,也有的姐妹们可能会出现,00:11:44.820,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05974,案例证据,L0260,case,姐妹们将双手放在我们的腹部下方,00:12:27.620,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05975,案例证据,L0260,case,很多姐妹们可能觉得很好奇,00:16:51.330,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05976,案例证据,L0260,case,比如说打格 放屁等等,00:18:57.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05977,案例证据,L0261,case,可能很多姐妹们都想,00:04:49.900,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05978,案例证据,L0262,case,我们很多人也会出现,00:01:45.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05979,案例证据,L0262,case,我们很多姐妹们说,00:03:14.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05980,案例证据,L0262,case,我们很多姐妹在做,00:05:16.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05981,案例证据,L0263,case,我想柔每個姐妹們都想要獲得,00:00:19.830,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05982,案例证据,L0263,case,很多人會想我四肢也很協調,00:00:29.910,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05983,案例证据,L0263,case,你會發現以前你可能不會跳舞的,00:01:38.030,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05984,案例证据,L0263,case,以前你的身體很僵硬的,00:01:41.150,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05985,案例证据,L0263,case,比如說我們感受到恐懼的情緒,00:02:57.310,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05986,案例证据,L0263,case,比如說我們的持骨聯合,00:03:47.070,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05987,案例证据,L0263,case,但是很多姐妹們在做區寬練習的時候,00:05:31.310,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B05988,案例证据,L0263,case,有很多姐妹們在做的時候,00:07:19.390,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
