term,lesson_id,source_quote,timecode,definition_or_context,review_flag
课程,L1172,准备开始我们今天的课程,00:00:31.930,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1172,我们并且还要把私密瑜伽的由来功效,00:01:20.730,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1172,尤其是练习我们的麦伦呼吸呢,00:30:42.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1172,家喻户小的盆底肌的运动,00:54:49.240,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1173,你的这个私密瑜伽的训练方法非常好,00:11:16.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1173,就是因为本来我开展线上的课程呢,00:14:19.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1173,我们的一分钟音道的收紧的呼吸方法,00:24:57.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1175,我們要先學會通過呼吸來去控制,00:05:10.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1175,幫我們去按摩我們的硬道臂,00:13:22.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1175,我們的整個的陰道或者盆底肌過於鬆弛,00:17:44.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1176,那麼我們靈能元氣私密瑜伽呢,00:02:34.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1176,比如說我們呼吸這樣子呢,00:07:50.430,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1176,有些人透過打坐進行冥想,00:41:17.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1177,开线下课程的时候,01:02:30.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1177,我们都在给对方按摩,01:02:56.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1178,"课程里面,它会上面有一个转换",00:18:46.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1178,因为练习了私密瑜伽以后,00:58:32.890,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1178,就是我们的腐蚀呼吸的时候,01:06:41.890,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1179,一位性别博士在讲这样的课程,00:09:21.940,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1179,那对于男性老师创业的私密瑜伽来说,00:10:01.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1179,就是通过我们的私密瑜伽的呼吸也好,00:17:26.180,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1180,21天10月去私密瑜伽以後,00:25:16.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1180,在哭教他們練呼吸,01:33:26.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1181,讲是这个讲师课程,02:22:03.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1181,他很容易发生深呼吸,03:20:05.040,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L1181,两性关系的核心教点,05:27:14.710,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1182,因为今天的课程都给过,00:00:05.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L1182,就是关于两性关系的课程,00:34:35.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1183,叫做Uni療癒按摩,00:01:24.170,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1183,我們就可以練習呼吸,00:04:27.770,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1184,我们可能呼吸比较短,00:32:29.880,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1184,小王通的气节课程,01:06:39.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1185,"保持正常的呼吸就好了,",00:26:30.650,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1185,相信我這個私密瑜伽,01:50:08.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1186,开始我们今天的正式的训练课程,00:00:50.150,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1186,包括我们的第一堂麦龙呼吸的课程,00:01:20.690,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1186,晚上就练我们的梁花冥想,01:15:22.360,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1187,或者是大家在参加这个课程的时候,00:06:15.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1187,所以我就觉得私密瑜伽是我一个非常好的,00:11:20.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1187,冥想加入进心然后抖动,00:23:22.390,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1187,然后一些呼吸练习和一些,00:23:25.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1187,我们的乳房疗愈按摩,00:36:23.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1188,因为我们现在的课程做了融合,00:00:35.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1188,丈夫提升的呼吸法,00:01:04.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1188,最后我们的盆底肌也才会提升起来,00:17:26.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1188,做私密瑜伽的練習呢,01:13:11.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1189,我们今天要来学习我们丹田呼吸法,00:01:09.900,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1189,昨天晚上有参加视频课程学习的回复意义,00:01:24.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1189,只要练习私密瑜伽的,00:27:26.240,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1189,你的盆底肌是自动搜索的,00:40:21.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1189,給我們的內臟器官再做按摩一樣的,01:00:07.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1190,自然的呼吸不要憋氣,00:07:59.860,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1190,就是不仅练了这个私密瑜伽,02:01:10.710,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1190,好 算晚上还有一天课程,02:02:15.610,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1191,那么在我们开始今天的课程之前,00:00:15.560,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1191,那以及我是我们蓝星私密瑜伽的教练,00:01:26.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1192,哎呀这呼吸怎么呼吸,00:09:36.180,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1192,讨论一个这个私密按摩,00:11:34.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1192,学习安排和课程信息啊,01:41:59.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1193,但是大家知道我们今天练习的盆底肌,00:01:04.620,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1193,然后我们要通过我们的呼吸,00:01:31.440,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1193,今晚的课程有回放了我有录制的啊,00:40:58.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L1193,私密训练一定是配合想象力,01:07:42.790,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1194,好 然後我們先去練一下呼吸,00:16:22.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1195,怎么补打卡就是你把你三天的课程,00:01:58.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1195,右腹 肋骨疼是因为你没有呼吸,00:41:00.280,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1196,其实开展家庭新教育的课程,00:01:17.010,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1197,一下是我们的第三节课程来到,00:00:05.650,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1197,我们的盆底肌想要练习起来,00:00:45.650,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1197,透过这样的呼吸的练习,00:01:30.650,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1198,我们的课程即将开始,00:01:32.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1198,灵能元气私密瑜伽,00:02:54.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1198,麦伦呼吸是一个比较静态的过程,00:03:09.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1198,接下来我们要做一个冥想练习,00:54:41.270,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1199,但是來到私密瑜伽,00:01:45.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1199,新的課程內容是我們的單天呼吸,00:03:07.450,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1199,但是我們的盆底肌呢,00:24:53.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1199,你想那天每天再幫你的子宮暖潮做按摩,01:29:02.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1200,我們的盆底肌對不對,00:00:44.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1200,等會我們的骨盆呼吸來去做的,00:28:34.370,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1201,注意調整自己的呼吸,00:41:50.770,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1202,你就保持正常的呼吸,00:58:59.410,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1202,私密瑜伽里面那个毛毛虫,01:19:20.360,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1203,今天在课程开始之前,00:01:24.190,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1203,我们有讲到关于麦伦呼吸,00:01:30.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1203,所以其实咱们练习私密瑜伽,00:10:33.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1203,所以你看有些人在冥想的时候,00:20:31.310,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1204,欢迎来到景致微动力的课程,00:00:03.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1204,我们练习这个呼吸法的话,00:00:09.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1205,今天在下面回复今天的课程,00:05:54.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1205,也就是我们的麦伦呼吸,00:06:26.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1205,透过对经络的这些按摩也好,00:24:53.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1205,第二個呼吸叫做蓮花冥想呼吸,01:03:51.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1206,第五麦冷的第一天的课程,00:00:09.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1207,"我们学了单填呼吸,",00:02:34.880,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1207,"因为确实我们可能课程没有办法照顾到所有人的时间,",00:14:03.530,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1207,"你的盆底肌就像是那个水瓢一样的,",00:33:59.790,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1207,做爱过后多按摩一下呀,01:20:37.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1208,"好,不要逼气,把呼吸带上,",00:03:44.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1209,准备开始我们今天的课程,00:01:09.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1209,我们有讲到我们的麦伦呼吸,00:02:25.890,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1209,起到一個按摩我們音道必的作用,00:39:36.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1210,如果上个七天的课程 或者二十一天的课程,00:00:05.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1210,也都会在这里重新再一次的去了解私密瑜伽也好,00:02:20.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1210,依然我们先来做一下盆香呼吸,00:05:36.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1210,把盆底肌向外拉伸,00:52:50.180,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1210,一个最简单的一个冥想,01:07:05.670,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L1210,就是为什么说私密训练很重要,01:44:00.040,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1211,因為你沒有買呼吸嗎,01:27:21.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1212,很好 注意呼吸我們起來的時候吐氣,00:26:25.050,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1213,还有各种按摩都可以,00:20:41.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1213,所以我们可以通过私密瑜伽补,01:21:33.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1213,所以身体抚摸是一堂课程,01:24:10.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1214,你要去用你的盆底肌,00:03:15.960,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1215,然后去上一些课程,00:09:39.820,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1215,深呼吸来去处理她的这个紧张,00:56:10.620,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1216,"自己都没有办法那么用心的投入到课程当中,",00:00:51.820,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1216,"那些三天好像呼吸变得越来越清楚通畅了,",00:02:00.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L1216,最重要的第一个是了解我们的私密训练是如何去做的,00:02:42.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1216,"然后我们的子功,软肖和我们的整个音道,所以只有通过正确的呼吸方法才可以把我们的整个脏腑全部让它调动起来,当你慢慢学会了过后你就会发现你每天都可以自己给自己做按摩,",00:06:20.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1216,"好,呼气伸,好,来,吸气推,呼气伸,用坐骨向前推,不要用腰,不要用屁股,来,身体其他地方越放松,好,我们的盆底肌越能启动起来,就像一个人一样的,当你的所有的身体的其他地方都失去功能了,",00:11:35.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1216,練一段私密瑜伽過後發現胸部變飽滿了,00:31:10.360,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1217,我們的整個盆底肌肉,00:01:54.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1217,我們人每天都會呼吸兩萬多次,00:20:09.810,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1217,做做因道口這些肌肉的一個按摩,00:37:17.200,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1218,歡迎各位女神來到我們林鄧元氣私密瑜伽21天訓練營,00:00:01.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1218,重點是教大家學會呼吸,00:27:47.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1219,注意我聽我的呼吸,00:25:25.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1220,一定要記得拉手是什麼個呼吸,00:51:22.960,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1221,那我们在课程开始之前,00:04:37.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1221,学了关于脉轮呼吸,00:04:44.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1222,我们要学会用我们的呼吸,00:01:53.680,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1222,去按摩我们的肋脏器官,00:16:41.960,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1222,用我们盆底肌的收缩,00:18:34.990,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1223,今天是我们系列课程的第四一讲,00:00:33.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1224,那我们开始今天晚上的课程,00:00:44.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1224,红爆明星圈的呼吸受身法,00:01:06.550,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1224,跟我们的盆底肌肉,00:33:09.050,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1224,其实透过练习私密瑜伽,00:37:55.860,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1224,你的整个内脏都会得到按摩,00:38:54.820,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1224,我们还会学到像莲花冥想,00:42:55.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1225,我们课程结束了以后,00:16:06.930,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1225,从声音的麦伦呼吸,00:18:53.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1226,那么今天要开始我们的课程了,00:04:51.180,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1226,我做腐蚀呼吸的时候很有感觉,00:06:48.180,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1226,乳房冥想这个按摩,00:14:48.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1226,乳房冥想这个按摩,00:14:48.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1227,我们的呼吸是保持自然的,00:03:12.590,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1228,好 那我们开始今天的课程,00:00:49.450,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1228,因为其实我们的私密瑜伽,00:01:21.450,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1228,比如说我们早上做腐蚀呼吸,00:09:06.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1228,会加重我们盆底肌的负担,00:28:33.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1230,所以今天下午的课程呢,00:00:09.930,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1230,呼吸吐气就能拿到了,00:59:49.690,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1231,然后我们开始今天的课程,00:01:32.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1231,我们从最开始的呼吸,00:03:35.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1231,给大家讲到私密瑜伽的由来,00:04:42.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1231,我们讲到了关于年华冥想,00:06:15.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1231,它去按摩我们这些反射区,00:16:45.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1232,要开始我们工艺课的第三天的课程了,00:00:34.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1232,原来私密瑜伽是专门,00:01:09.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1232,当我们在通过呼吸练习的时候呢,00:36:44.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1232,当我们的整个盆底肌如果松弛过后,00:50:36.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1232,它可以帮你去按摩你的阴道壁,00:55:00.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1233,正式开始我们今晚的课程,00:03:55.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1233,就是包括学习这些私密瑜伽也好,00:18:58.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L1233,在两性关系关系当中的更多的投入,00:20:26.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1233,啊这个这个这个按摩,00:22:15.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1233,所以当我们在做盆枪呼吸的时候,00:48:10.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1234,用呼吸去控制我們的盤底機,00:05:35.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1234,很多人都是第一次來學習私密瑜伽,00:06:44.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1234,放箱內把我們的丈夫去做按摩,00:08:53.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1234,還要訓練我們的盆底肌,00:15:42.860,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1235,不只是私密瑜伽样点好,00:07:26.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1235,我们在私密瑜伽的这个课程,00:14:18.200,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1235,然后呼吸是短浅的,00:19:40.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1235,白苍木是基本上所有的那些做冥想,01:12:08.310,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1235,如果做胸部按摩的话,01:56:28.030,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1236,我们的单天呼吸 对吧,00:04:39.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1236,没有参加昨天课程的节目呢,00:04:48.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1236,为什么说私密瑜伽,00:08:33.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1236,那怎么才能让盆底肌的,00:08:58.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1236,但是你的内脏按摩不了,00:09:47.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L1236,就是我希望私密训练,01:40:56.860,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1237,然后性学课程的这样的经验,00:02:41.040,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1237,所以说呢盆底肌呢,00:12:10.040,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1237,一定要长期去练私密瑜伽的,00:22:43.820,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1237,然后我们的这个就是我们呼吸训练,01:12:18.770,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1237,在大英唇上按按摩,01:34:18.970,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1238,把我们的这个呼吸法,00:10:00.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1238,大家对这个课程还是充满了期待,00:26:35.790,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1238,會音這個地方盆底肌的肌肉這裡,00:40:36.050,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1238,我们私密瑜伽的训练的基础,01:12:53.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1238,还用在花园做按摩,02:07:13.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1239,有没有今天是第一次来上司命运家的课程的新朋友,00:01:27.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1239,做这个呼吸受伸法,00:04:01.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1239,为什么说我们今天练私密瑜伽,00:05:31.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1239,向内帮你按摩内臟,00:06:56.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1239,我们盆底肌的功能不好,00:14:28.450,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1241,買了一隻有準備向老師按摩手法啊,00:19:44.070,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1241,所以我們在私密瑜伽,00:44:53.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1242,我們先要學會如何正確的去呼吸,00:13:02.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1242,盆底肌會產生收縮,00:20:31.930,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1242,我們做私密瑜伽訓練的核心帶裡面記住,00:21:00.690,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1242,可以幫我們按摩我們的內臟,01:08:08.240,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1243,并且呢 然后也是咱们蓝星私密瑜伽的,00:03:45.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1243,也讲了多期的这个课程,00:05:22.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1243,再给它进行一个按摩,00:08:22.780,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1243,去练盆枪呼吸的时候,00:14:10.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1243,就是在對抗盆底肌肉的,01:22:50.890,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1244,我要通过呼吸的力量,00:06:59.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1244,用呼吸去开启你的盆底肌肉的弹性啊,00:09:08.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1244,我可以按摩一下就可以了啊,00:14:55.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1244,只要是进入到我们的课程,00:29:57.250,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1244,每一期的私密瑜伽的课程,01:57:33.860,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1245,如果你是完整的参加完三天的课程的Q三,00:02:28.430,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1245,私密瑜伽不只是让你们变得紧致,00:22:51.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1245,让你躺着呼吸就能受的,00:25:01.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1245,这个唤醒盆底肌的功能,00:33:06.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1245,去做一些身体的按摩,00:44:29.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L1245,我们全阶段的私密训练,02:35:43.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1246,來 這次我們當上呼吸,00:23:11.210,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1246,私密瑜伽所有的動作,01:35:16.430,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1247,第一堂课程就给大家一起,00:02:25.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1247,一定要提前那些私密瑜伽,00:16:53.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1247,并且帮助我们的会音去多抓按摩,00:16:55.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1247,我们不只是针对盆底肌的训练,00:20:39.560,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1247,我们是会用到呼吸运动的,00:32:31.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
