lesson_id,source_path,file_name,extension,file_type,duration,duration_seconds,size_bytes,size_mb,last_write_time,has_transcript,transcript_source,process_status,notes,audio_codec,video_codec,width,height
L0959,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\魅力女神\0519早课魅力女神训练营-美臀2024-05-19081932.mp4,0519早课魅力女神训练营-美臀2024-05-19081932.mp4,.mp4,video,01:47:08.202,6428.202,2083477944,1986.96,2025-11-23 18:12:37,false,,pending_asr,,aac,h264,1080,1920
L0960,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\魅力女神\0520午课魅力女神训练营-美臀2024-05-20161212.mp4,0520午课魅力女神训练营-美臀2024-05-20161212.mp4,.mp4,video,01:12:17.719,4337.719,690160166,658.19,2025-11-23 17:35:21,false,,pending_asr,,aac,h264,544,960
L0961,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\魅力女神\0520早课魅力女神训练营-美臀2024-05-20084356.mp4,0520早课魅力女神训练营-美臀2024-05-20084356.mp4,.mp4,video,02:12:11.067,7931.067,2242628975,2138.74,2025-11-23 17:52:26,false,,pending_asr,,aac,h264,1080,1920
L0962,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\魅力女神\“魅力女神”开年直播2022-03-08214002.mp4,“魅力女神”开年直播2022-03-08214002.mp4,.mp4,video,02:58:27.347,10707.347,3961116259,3777.61,2025-11-22 17:48:22,false,,pending_asr,,aac,h264,1920,1080
L0963,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\魅力女神\做一个清香润的魅力女神_回看(2).mp4,做一个清香润的魅力女神_回看(2).mp4,.mp4,video,00:50:44.545,3044.545,440946144,420.52,2025-11-21 18:09:19,false,,pending_asr,,aac,h264,960,544
L0964,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\魅力女神\做一个清香润的魅力女神_回看(4).mp4,做一个清香润的魅力女神_回看(4).mp4,.mp4,video,00:51:29.638,3089.638,426300720,406.55,2025-11-21 20:03:50,false,,pending_asr,,aac,h264,960,544
L0965,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\魅力女神\做一个清香润的魅力女神_回看.mp4,做一个清香润的魅力女神_回看.mp4,.mp4,video,00:12:55.333,775.333,80679469,76.94,2025-11-21 17:57:58,false,,pending_asr,,aac,h264,960,544
L0966,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\魅力女神\美臀训练课2024-05-17080750.mp4,美臀训练课2024-05-17080750.mp4,.mp4,video,01:36:15.734,5775.734,1819071365,1734.8,2025-11-23 18:13:57,false,,pending_asr,,aac,h264,1080,1920
L0967,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\1.mp4,1.mp4,.mp4,video,01:34:56.190,5696.19,1691066288,1612.73,2025-11-27 10:32:29,false,,pending_asr,,aac,h264,1920,1080
L0968,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\4-4作业.mp4,4-4作业.mp4,.mp4,video,00:00:45.765,45.765,4769633,4.55,2025-11-27 12:18:39,false,,pending_asr,,aac,h264,720,960
L0969,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\6月20日(5)小金笔使用教程最终修改成片.mp4,6月20日(5)小金笔使用教程最终修改成片.mp4,.mp4,video,00:05:30.211,330.211,531753816,507.12,2025-11-27 11:11:06,false,,pending_asr,,aac,h264,1920,1080
L0970,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\6月20日花园膜使用教学视频.mp4,6月20日花园膜使用教学视频.mp4,.mp4,video,00:01:09.067,69.067,112016889,106.83,2025-11-27 11:15:48,false,,pending_asr,,aac,h264,1920,1080
L0971,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\6月20日花蒂玛香腺喷雾.mp4,6月20日花蒂玛香腺喷雾.mp4,.mp4,video,00:00:58.677,58.677,94446948,90.07,2025-11-27 10:48:05,false,,pending_asr,,aac,h264,1920,1080
L0972,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\6月20日高潮液使用教学视频.mp4,6月20日高潮液使用教学视频.mp4,.mp4,video,00:00:41.610,41.61,67459455,64.33,2025-11-27 11:29:00,false,,pending_asr,,aac,h264,1920,1080
L0973,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\6月21日花地马洗液使用教学视频.mp4,6月21日花地马洗液使用教学视频.mp4,.mp4,video,00:02:23.300,143.3,233036959,222.24,2025-11-27 10:50:17,false,,pending_asr,,aac,h264,1920,1080
L0974,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\11b2e192e9d2d78cd3391e4d7ed4a388.mp4,11b2e192e9d2d78cd3391e4d7ed4a388.mp4,.mp4,video,00:00:15.000,15.0,2837211,2.71,2025-11-27 12:01:54,false,,pending_asr,,aac,h264,960,544
L0975,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\22.mp4,22.mp4,.mp4,video,00:00:26.980,26.98,2761542,2.63,2025-11-27 10:59:10,false,,pending_asr,,aac,h264,720,960
L0976,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\111(1).mp4,111(1).mp4,.mp4,video,00:00:30.556,30.556,3149215,3,2025-11-27 11:56:56,false,,pending_asr,,aac,h264,720,960
L0977,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\111.mp4,111.mp4,.mp4,video,00:00:19.828,19.828,2038344,1.94,2025-11-27 11:07:12,false,,pending_asr,,aac,h264,720,960
L0978,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\185e0bb357660beee46bc2f56987964b.mp4,185e0bb357660beee46bc2f56987964b.mp4,.mp4,video,00:00:17.000,17.0,2170259,2.07,2025-11-27 11:34:28,false,,pending_asr,,aac,h264,544,544
L0979,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\5646283B-463D-4FD7-BE60-0DCC1263532C(2).mp4,5646283B-463D-4FD7-BE60-0DCC1263532C(2).mp4,.mp4,video,02:03:41.040,7421.04,748249858,713.59,2025-11-27 10:44:16,false,,pending_asr,,aac,h264,2160,1080
L0980,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\20210116.mp4,20210116.mp4,.mp4,video,00:38:17.275,2297.275,1931079760,1841.62,2025-11-27 10:48:05,false,,pending_asr,,aac,h264,854,480
L0981,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\1611023320457646(1).mp4,1611023320457646(1).mp4,.mp4,video,00:01:54.667,114.667,16684027,15.91,2025-11-27 10:57:27,false,,pending_asr,,aac,h264,960,400
L0982,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\C0275(1).MP4,C0275(1).MP4,.mp4,video,00:10:16.320,616.32,4329109025,4128.56,2025-11-27 12:49:07,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0983,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\d4d5b260c43aa162cf8f0d14ca39164c.mp4,d4d5b260c43aa162cf8f0d14ca39164c.mp4,.mp4,video,00:00:22.800,22.8,3244275,3.09,2025-11-27 12:44:24,false,,pending_asr,,aac,h264,720,544
L0984,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\E0ECB51D-55B6-4962-8E81-937440ABD9F0(1).mp4,E0ECB51D-55B6-4962-8E81-937440ABD9F0(1).mp4,.mp4,video,00:00:24.800,24.8,10937132,10.43,2025-11-27 11:50:59,false,,pending_asr,,aac,h264,1280,720
L0985,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\video_1721521596.mp4,video_1721521596.mp4,.mp4,video,00:00:46.345,46.345,4816988,4.59,2025-11-27 11:00:05,false,,pending_asr,,aac,h264,720,960
L0986,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\“蒂蒂乐”使用教学视频.mp4,“蒂蒂乐”使用教学视频.mp4,.mp4,video,00:08:46.783,526.783,350347564,334.12,2025-11-27 12:12:20,false,,pending_asr,,aac,h264,1920,1080
L0987,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\会话文件.mp4,会话文件.mp4,.mp4,video,01:47:23.722,6443.722,4136349648,3944.73,2025-11-27 12:42:06,false,,pending_asr,,aac,h264,1920,1080
L0988,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\作业1.MP4,作业1.MP4,.mp4,video,00:00:37.638,37.638,28240752,26.93,2025-11-27 10:48:20,false,,pending_asr,,aac,hevc,1080,1440
L0989,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\倩儿老师片段.mp4,倩儿老师片段.mp4,.mp4,video,00:01:01.693,61.693,6373896,6.08,2025-11-27 12:04:58,false,,pending_asr,,aac,h264,720,960
L0990,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\先导课盆底肌构造(1).mp4,先导课盆底肌构造(1).mp4,.mp4,video,00:27:27.150,1647.15,2930745846,2794.98,2025-11-27 11:23:14,false,,pending_asr,,aac,h264,1920,1080
L0991,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\双十二“澜心私房夜话”宠粉节22.mp4,双十二“澜心私房夜话”宠粉节22.mp4,.mp4,video,03:24:49.560,12289.56,3566848779,3401.61,2025-11-27 10:47:16,false,,pending_asr,,aac,h264,1280,720
L0992,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\女阴九型.mp4,女阴九型.mp4,.mp4,video,01:00:48.562,3648.562,2005382528,1912.48,2025-11-27 10:34:29,false,,pending_asr,,aac,h264,1920,1080
L0993,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\家庭性教育第5讲.mp4,家庭性教育第5讲.mp4,.mp4,video,01:05:21.130,3921.13,801151233,764.04,2025-11-27 10:56:54,false,,pending_asr,,aac,h264,1280,720
L0994,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\快乐双人舞\第九课如何跳好爱情双人舞.mp4,第九课如何跳好爱情双人舞.mp4,.mp4,video,00:09:48.348,588.348,956281347,911.98,2025-11-27 12:11:48,false,,pending_asr,,aac,h264,1920,1080
L0995,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\快乐双人舞\第八课双人舞跳不好的原因.mp4,第八课双人舞跳不好的原因.mp4,.mp4,video,00:10:07.853,607.853,987799430,942.04,2025-11-27 11:18:16,false,,pending_asr,,aac,h264,1920,1080
L0996,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\快乐双人舞\第十课好体位让你快乐双人舞.mp4,第十课好体位让你快乐双人舞.mp4,.mp4,video,00:09:47.234,587.234,952692985,908.56,2025-11-27 12:50:04,false,,pending_asr,,aac,h264,1920,1080
L0997,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\性感女神的十个生活定位点(1).mov,性感女神的十个生活定位点(1).mov,.mov,video,00:22:21.700,1341.7,387097942,369.17,2025-11-27 11:00:01,false,,pending_asr,,aac,h264,1440,1080
L0998,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\性感舞蹈mp4.mp4,性感舞蹈mp4.mp4,.mp4,video,00:23:11.640,1391.64,1783455019,1700.84,2025-11-27 11:45:07,false,,pending_asr,,aac,h264,1920,1080
L0999,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\感官唤醒-羽毛香粉.mp4,感官唤醒-羽毛香粉.mp4,.mp4,video,00:22:51.183,1371.183,2435071726,2322.27,2025-11-27 12:42:12,false,,pending_asr,,aac,h264,1920,1080
L1000,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\检测.mp4,检测.mp4,.mp4,video,00:04:57.920,297.92,116515660,111.12,2025-11-27 12:02:46,false,,pending_asr,,aac,h264,1920,1080
L1001,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\热油使用视频.mp4,热油使用视频.mp4,.mp4,video,00:06:52.664,412.664,32513131,31.01,2025-11-27 10:20:22,false,,pending_asr,,aac,h264,444,960
L1002,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\爱剪辑-2021012111.mp4,爱剪辑-2021012111.mp4,.mp4,video,01:19:41.833,4781.833,1276619448,1217.48,2025-11-27 10:29:16,false,,pending_asr,,aac,h264,720,480
L1003,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\盆骨恢复基础.mp4,盆骨恢复基础.mp4,.mp4,video,00:06:58.640,418.64,215166773,205.2,2025-11-27 12:01:53,false,,pending_asr,,aac,h264,1920,1080
L1004,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\私密垂吊(1).mp4,私密垂吊(1).mp4,.mp4,video,00:22:45.367,1365.367,2434798130,2322,2025-11-27 11:46:42,false,,pending_asr,,aac,h264,1920,1080
L1005,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\第一天早课.mp4,第一天早课.mp4,.mp4,video,01:38:23.339,5903.339,353267031,336.9,2025-11-27 10:57:43,false,,pending_asr,,aac,h264,2160,1080
L1006,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\第三讲；如何开口和孩子谈性.mp4,第三讲；如何开口和孩子谈性.mp4,.mp4,video,00:50:54.933,3054.933,622551967,593.71,2025-11-27 10:59:00,false,,pending_asr,,aac,h264,1280,720
L1007,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\第六课蝴蝶开合.mp4,第六课蝴蝶开合.mp4,.mp4,video,00:12:46.417,766.417,1363476237,1300.31,2025-11-27 11:01:52,false,,pending_asr,,aac,h264,1920,1080
L1008,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\第六课；6-12岁家庭性教育常见问题.mp4,第六课；6-12岁家庭性教育常见问题.mp4,.mp4,video,01:05:56.401,3956.401,808121784,770.68,2025-11-27 10:54:44,false,,pending_asr,,aac,h264,1280,720
L1009,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\第四期先导课压缩版.mp4,第四期先导课压缩版.mp4,.mp4,video,00:42:13.088,2533.088,517468719,493.5,2025-11-27 11:39:33,false,,pending_asr,,aac,h264,720,1280
L1010,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\第四期线下课骨盆手法.mp4,第四期线下课骨盆手法.mp4,.mp4,video,00:29:13.517,1753.517,1628575201,1553.13,2025-11-27 11:56:53,false,,pending_asr,,aac,hevc,1080,1920
L1011,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\第四课；0-12岁发育特征视频.mp4,第四课；0-12岁发育特征视频.mp4,.mp4,video,01:18:31.329,4711.329,946601252,902.75,2025-11-27 11:07:09,false,,pending_asr,,aac,h264,1280,720
L1012,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\舞动爱情肌\第七课揭秘爱情肌肉垂吊转圈的方法.mp4,第七课揭秘爱情肌肉垂吊转圈的方法.mp4,.mp4,video,00:10:10.337,610.337,984449021,938.84,2025-11-27 10:27:11,false,,pending_asr,,aac,h264,1920,1080
L1013,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\舞动爱情肌\第五课舞动爱情肌.mp4,第五课舞动爱情肌.mp4,.mp4,video,00:22:30.933,1350.933,2714750853,2588.99,2025-11-27 10:50:45,false,,pending_asr,,aac,h264,1920,1080
L1014,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\舞动爱情肌\第六课如何让爱情肌紧致如初.mp4,第六课如何让爱情肌紧致如初.mp4,.mp4,video,00:03:29.583,209.583,337764083,322.12,2025-11-27 10:37:18,false,,pending_asr,,aac,h264,1920,1080
L1015,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典\第一课女性常见花园问题.mp4,第一课女性常见花园问题.mp4,.mp4,video,00:14:52.033,892.033,1792550556,1709.51,2025-11-27 12:24:42,false,,pending_asr,,aac,h264,1920,1080
L1016,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典\第三课花园护理六大雷区.mp4,第三课花园护理六大雷区.mp4,.mp4,video,00:06:46.500,406.5,808369968,770.92,2025-11-27 12:45:27,false,,pending_asr,,aac,h264,1920,1080
L1017,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典\第二课花园九型及配型.mp4,第二课花园九型及配型.mp4,.mp4,video,00:10:34.000,634.0,1266810736,1208.12,2025-11-27 11:08:39,false,,pending_asr,,aac,h264,1920,1080
L1018,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典\第四课如何做花园SPA.mp4,第四课如何做花园SPA.mp4,.mp4,video,00:08:23.700,503.7,1004563128,958.03,2025-11-27 12:15:49,false,,pending_asr,,aac,h264,1920,1080
L1019,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第一课女性常见花园问题.mp4,第一课女性常见花园问题.mp4,.mp4,video,00:14:52.041,892.041,340202051,324.44,2025-12-17 11:19:00,false,,pending_asr,,aac,h264,1920,1080
L1020,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第七课揭秘爱情肌肉垂吊转圈的方法.mp4,第七课揭秘爱情肌肉垂吊转圈的方法.mp4,.mp4,video,00:10:10.336,610.336,189123533,180.36,2025-12-17 11:26:29,false,,pending_asr,,aac,h264,1920,1080
L1021,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第三课花园护理六大雷区.mp4,第三课花园护理六大雷区.mp4,.mp4,video,00:06:46.511,406.511,189071704,180.31,2025-12-17 11:00:30,false,,pending_asr,,aac,h264,1920,1080
L1022,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第九课如何跳好爱情双人舞.mp4,第九课如何跳好爱情双人舞.mp4,.mp4,video,00:09:48.347,588.347,188137542,179.42,2025-12-17 12:06:46,false,,pending_asr,,aac,h264,1920,1080
L1023,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第二课花园九型及配型.mp4,第二课花园九型及配型.mp4,.mp4,video,00:10:34.021,634.021,314732882,300.15,2025-12-17 10:53:10,false,,pending_asr,,aac,h264,1920,1080
L1024,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第五课舞动爱情肌.mp4,第五课舞动爱情肌.mp4,.mp4,video,00:22:30.937,1350.937,517959479,493.96,2025-12-17 11:46:51,false,,pending_asr,,aac,h264,1920,1080
L1025,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第八课双人舞跳不好的原因.mp4,第八课双人舞跳不好的原因.mp4,.mp4,video,00:10:07.852,607.852,194548672,185.54,2025-12-17 11:58:21,false,,pending_asr,,aac,h264,1920,1080
L1026,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第六课如何让爱情肌紧致如初.mp4,第六课如何让爱情肌紧致如初.mp4,.mp4,video,00:03:29.583,209.583,76253124,72.72,2025-12-17 11:49:44,false,,pending_asr,,aac,h264,1920,1080
L1027,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第十课好体位让你快乐双人舞.mp4,第十课好体位让你快乐双人舞.mp4,.mp4,video,00:09:47.233,587.233,207234867,197.63,2025-12-17 12:15:11,false,,pending_asr,,aac,h264,1920,1080
L1028,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\花园宝典压缩版本\第四课如何做花园spa.mp4,第四课如何做花园spa.mp4,.mp4,video,00:08:23.710,503.71,225016558,214.59,2025-12-17 11:06:28,false,,pending_asr,,aac,h264,1920,1080
L1029,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\让爱循环，如何吸引贵人缘_20241112_13073970.mp4,让爱循环，如何吸引贵人缘_20241112_13073970.mp4,.mp4,video,02:07:06.075,7626.075,4128688123,3937.42,2025-11-27 11:52:04,false,,pending_asr,,aac,h264,1920,1080
L1030,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第1课 六脉神剑.mp4,第1课 六脉神剑.mp4,.mp4,video,00:38:11.105,2291.105,1552038113,1480.14,2025-11-27 10:38:48,false,,pending_asr,,aac,h264,1920,1080
L1031,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第2课 七剑下天山.mp4,第2课 七剑下天山.mp4,.mp4,video,01:05:20.383,3920.383,1637619039,1561.76,2025-11-27 12:27:35,false,,pending_asr,,aac,h264,1920,1080
L1032,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第3课 阴道垂吊术.mp4,第3课 阴道垂吊术.mp4,.mp4,video,00:41:48.656,2508.656,1991337356,1899.09,2025-11-27 11:48:51,false,,pending_asr,,aac,h264,1920,1080
L1033,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第4课 花式垂吊术.mp4,第4课 花式垂吊术.mp4,.mp4,video,00:21:12.567,1272.567,1660575327,1583.65,2025-11-27 12:51:09,false,,pending_asr,,aac,h264,1920,1080
L1034,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第5课 螺旋垂吊术.mp4,第5课 螺旋垂吊术.mp4,.mp4,video,00:20:17.633,1217.633,1575893209,1502.89,2025-11-27 11:50:54,false,,pending_asr,,aac,h264,1920,1080
L1035,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第6课 激情美臀舞 mp4.mp4,第6课 激情美臀舞 mp4.mp4,.mp4,video,00:50:32.162,3032.162,1665642465,1588.48,2025-11-23 23:28:03,false,,pending_asr,,aac,h264,1920,1080
L1036,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第7课 元气乳房疗愈.mp4,第7课 元气乳房疗愈.mp4,.mp4,video,00:50:52.616,3052.616,1677582895,1599.87,2025-11-27 12:39:38,false,,pending_asr,,aac,h264,1920,1080
L1037,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第8课 伴侣身体开发.mp4,第8课 伴侣身体开发.mp4,.mp4,video,01:02:13.267,3733.267,1571141009,1498.36,2025-11-27 12:08:10,false,,pending_asr,,aac,h264,1920,1080
L1038,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第9课 伴侣共修.mp4,第9课 伴侣共修.mp4,.mp4,video,00:57:07.160,3427.16,1853397752,1767.54,2025-11-27 12:21:30,false,,pending_asr,,aac,h264,1920,1080
L1039,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\第10课 性养生十六式.mp4,第10课 性养生十六式.mp4,.mp4,video,00:54:31.468,3271.468,1782004822,1699.45,2025-11-27 12:04:55,false,,pending_asr,,aac,h264,1920,1080
L1040,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\默认分组\魅力女神提升班（2023年）\魅力女神提升班 先导课.mp4,魅力女神提升班 先导课.mp4,.mp4,video,00:03:52.249,232.249,300605481,286.68,2025-11-27 12:44:21,false,,pending_asr,,aac,h264,1920,1080
L1041,\\192.168.10.102\市场营销中心\品牌部\所有课程\快塑女子健身课程包\壶铃成片\壶铃系列-燃脂瘦身.mp4,壶铃系列-燃脂瘦身.mp4,.mp4,video,00:13:51.948,831.948,1258418947,1200.12,2025-05-13 11:17:14,false,,pending_asr,,aac,h264,1080,1920
L1042,\\192.168.10.102\市场营销中心\品牌部\所有课程\快塑女子健身课程包\壶铃成片\壶铃系列-瘦腿美臀.mp4,壶铃系列-瘦腿美臀.mp4,.mp4,video,00:20:37.533,1237.533,1873697839,1786.9,2025-05-13 10:42:22,false,,pending_asr,,aac,h264,1080,1920
L1043,\\192.168.10.102\市场营销中心\品牌部\所有课程\快塑女子健身课程包\壶铃成片\壶铃系列-美背开肩瘦手臂.mp4,壶铃系列-美背开肩瘦手臂.mp4,.mp4,video,00:13:22.167,802.167,1213449357,1157.24,2025-05-13 11:05:28,false,,pending_asr,,aac,h264,1080,1920
L1044,\\192.168.10.102\市场营销中心\品牌部\所有课程\情趣女王999\成片\临时\八大口爱技巧.mp4,八大口爱技巧.mp4,.mp4,video,00:11:46.433,706.433,1331117505,1269.45,2024-09-30 10:32:30,false,,pending_asr,,aac,h264,1920,1080
L1045,\\192.168.10.102\市场营销中心\品牌部\所有课程\情趣女王999\成片\临时\女上位式.mp4,女上位式.mp4,.mp4,video,00:06:37.233,397.233,747743858,713.1,2024-09-30 09:51:07,false,,pending_asr,,aac,h264,1920,1080
L1046,\\192.168.10.102\市场营销中心\品牌部\所有课程\情趣女王999\成片\临时\指尖之爱.mp4,指尖之爱.mp4,.mp4,video,00:11:04.400,664.4,1252946432,1194.9,2024-09-29 17:50:27,false,,pending_asr,,aac,h264,1920,1080
L1047,\\192.168.10.102\市场营销中心\品牌部\所有课程\情趣女王999\成片\临时\经典勺式及变换式.mp4,经典勺式及变换式.mp4,.mp4,video,00:05:31.167,331.167,622260670,593.43,2024-09-29 17:43:52,false,,pending_asr,,aac,h264,1920,1080
L1048,\\192.168.10.102\市场营销中心\品牌部\所有课程\情趣女王999\成片\临时\经典后位式.mp4,经典后位式.mp4,.mp4,video,00:07:50.967,470.967,886637057,845.56,2024-09-30 10:30:03,false,,pending_asr,,aac,h264,1920,1080
