session_id,semantic_event_id,start_ms,end_ms,observed_action,facial_expression,gaze_target,body_posture,hand_gesture,courseware_interaction,action_observation_status,action_confidence,speaking_rate_chars_per_sec,pause_before_ms,pause_after_ms,prosody_label,volume_change,prosody_status,evidence_ref,completion_status
latest_live_06,latest_live_06-SEM0134-000003164260,3164260,3185360,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.43,548,580,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_06,latest_live_06-SEM0135-000003185600,3185600,3203450,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.6,232.5,252.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_06,latest_live_06-SEM0136-000003203770,3203770,3229650,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.63,344,352,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_06,latest_live_06-SEM0137-000003230010,3230010,3270530,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.41,485.7,457.1,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_06,latest_live_06-SEM0138-000003270690,3270690,3296770,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.79,340,417.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_06,latest_live_06-SEM0139-000003297240,3297240,3311440,speaking and gesturing with hands near face,neutral/concentrated,camera,sitting upright,"hands clasped near mouth, slight movements",none,observed_by_qwen_vl_window,0.9,6.39,357.5,290,clear_and_direct,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/api_raw/latest_live_06_vision_0012_qwen-vl-plus.json,passed
latest_live_06,latest_live_06-SEM0140-000003311640,3311640,3326440,speaking and gesturing with hands near face,neutral/concentrated,camera,sitting upright,"hands clasped near mouth, slight movements",none,observed_by_qwen_vl_window,0.9,7.74,193.3,226.7,clear_and_direct,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/api_raw/latest_live_06_vision_0012_qwen-vl-plus.json,passed
latest_live_06,latest_live_06-SEM0141-000003326840,3326840,3342480,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.16,224,184,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_06,latest_live_06-SEM0142-000003342680,3342680,3365800,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.98,330,340,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_06,latest_live_06-SEM0143-000003366040,3366040,3385280,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.81,420,460,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_06,latest_live_06-SEM0144-000003385680,3385680,3399280,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,11.43,320,240,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0001-000000005910,5910,35950,gesturing with hands,smiling,towards the camera,standing,open palm gestures,none,observed_by_qwen_vl_window,0.9,3.81,1357.5,730,neutral,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0001_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0002-000000037950,37950,81630,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,3.0,3490,2067.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0003-000000081710,81710,108110,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.35,240,332.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0004-000000108560,108560,122200,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.28,432.5,400,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0005-000000122520,122520,134240,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.96,220,220,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0006-000000134560,134560,158840,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.21,296,312,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0007-000000159240,159240,189200,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.08,340,410,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0008-000000189880,189880,230870,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.77,417.5,267.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0009-000000230950,230950,252030,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.14,260,317.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0010-000000252340,252340,299030,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.44,296,298,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0011-000000299350,299350,315180,speaking and gesturing,engaged,camera,seated,emphatic gestures with both hands,none,observed_by_qwen_vl_window,0.98,6.99,290,290,clear_and_direct,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0002_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0012-000000315500,315500,358740,speaking and gesturing,engaged,camera,seated,emphatic gestures with both hands,none,observed_by_qwen_vl_window,0.98,6.26,253.3,233.3,clear_and_direct,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0002_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0013-000000358940,358940,382260,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.12,240,250,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0014-000000382500,382500,401150,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.87,352.5,432.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0015-000000401710,401710,434540,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.62,334,278,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0016-000000434820,434820,459940,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.99,340,415,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0017-000000460520,460520,482040,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.54,425,350,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0018-000000482320,482320,546210,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.33,303.3,374.4,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0019-000000547130,547130,567130,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.91,480,350,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0020-000000567530,567530,600930,speaking and gesturing,engaged and instructive,camera/audience,standing upright,using hand gestures to emphasize points,presenting on-screen text and images related to the training program,observed_by_qwen_vl_window,0.98,5.71,320,330,clear and confident,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0003_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0021-000000601370,601370,630210,speaking and gesturing,engaged and instructive,camera/audience,standing upright,using hand gestures to emphasize points,presenting on-screen text and images related to the training program,observed_by_qwen_vl_window,0.98,6.33,320,340,clear and confident,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0003_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0022-000000630750,630750,639010,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.36,570,505,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0023-000000639290,639290,670340,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.75,666,738,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0024-000000670980,670980,674300,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,2.41,640,710,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0025-000000702080,702080,786730,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,1.97,480,580,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0026-000000787140,787140,872850,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,2.35,680,607.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0027-000000872970,872970,890560,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.51,427.5,507.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0028-000000891000,891000,917010,speaking and gesturing,engaged and smiling,camera/audience,standing upright,"open-handed gestures, pointing",none,observed_by_qwen_vl_window,0.98,5.38,410,354,clear_and_enthusiastic,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0004_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0029-000000917170,917170,927250,speaking and gesturing,engaged and smiling,camera/audience,standing upright,"open-handed gestures, pointing",none,observed_by_qwen_vl_window,0.98,6.6,310,370,clear_and_enthusiastic,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0004_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0030-000000927650,927650,950820,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.5,295,248.3,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0031-000000950940,950940,970860,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.78,240,315,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0032-000000971280,971280,987440,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.75,425,430,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0033-000000987880,987880,1001080,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.15,290,400,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0034-000001001960,1001960,1045260,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.61,371.7,328.3,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0035-000001045620,1045620,1054480,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.83,445,385,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0036-000001054600,1054600,1070960,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.05,232,272,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0037-000001071280,1071280,1096270,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.18,334,286,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0038-000001096350,1096350,1128120,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.6,348.3,395,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0039-000001128480,1128480,1152810,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.12,332.5,342.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0040-000001153210,1153210,1175760,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.12,247.5,177.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0041-000001175880,1175880,1189360,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.98,232,272,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0042-000001189680,1189680,1206190,站立讲解,专注,镜头/观众,直立,手势辅助讲解,无,observed_by_qwen_vl_window,0.98,6.74,374,358,平稳,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0005_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0043-000001206430,1206430,1233100,站立讲解,专注,镜头/观众,直立,手势辅助讲解,无,observed_by_qwen_vl_window,0.98,6.03,297.5,267.5,平稳,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0005_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0044-000001233220,1233220,1255140,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.1,340,425,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0045-000001255600,1255600,1284920,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.62,716,726,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0046-000001285430,1285430,1302670,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.26,347.1,302.9,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0047-000001302870,1302870,1325040,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.36,230,300,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0048-000001325520,1325520,1338400,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.99,400,407.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0049-000001338910,1338910,1358310,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.62,367.5,340,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0050-000001358710,1358710,1389520,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.81,372.5,412.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0051-000001390080,1390080,1422960,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.57,408,304,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0052-000001423240,1423240,1444220,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.67,285,295,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0053-000001444540,1444540,1467450,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.45,317.5,317.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0054-000001467770,1467770,1500640,speaking and gesturing with hands,engaged and focused,camera,standing,using hand movements to emphasize points,no visible interaction with external courseware,observed_by_qwen_vl_window,0.98,5.91,337.5,327.5,clear and articulate,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0006_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0055-000001500920,1500920,1524080,speaking and gesturing with hands,engaged and focused,camera,standing,using hand movements to emphasize points,no visible interaction with external courseware,observed_by_qwen_vl_window,0.98,5.47,270,290,clear and articulate,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0006_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0056-000001524440,1524440,1549680,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.91,330,440,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0057-000001550480,1550480,1575160,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.12,430,310,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0058-000001575480,1575480,1606210,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.58,272.5,285,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0059-000001606580,1606580,1619860,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.93,312.5,300,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0060-000001620180,1620180,1653250,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.97,367.5,377.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0061-000001653610,1653610,1674780,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.11,262.5,212.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0062-000001674940,1674940,1711170,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.57,277.5,317.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0063-000001711490,1711490,1753440,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.4,343.8,313.8,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0064-000001753520,1753520,1768670,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.32,227.5,287.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0065-000001768990,1768990,1790700,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.65,294,254,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0066-000001790820,1790820,1819940,speaking and gesturing,engaged,camera,standing,pointing with index finger,none,observed_by_qwen_vl_window,0.98,6.07,240,270,clear_and_calm,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/api_raw/latest_live_07_vision_0007_qwen-vl-plus.json,passed
latest_live_07,latest_live_07-SEM0067-000001820180,1820180,1841270,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.36,298,306,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0068-000001841550,1841550,1882360,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.12,1241.7,1281.7,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0069-000001882880,1882880,1910000,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.17,850,992.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_07,latest_live_07-SEM0070-000001911090,1911090,1936720,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.7,660,507.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
