priority_rank,priority_score,session_id,review_item_id,related_event_id,related_comment_id,start_ms,timecode,risk_type,review_reason,evidence_refs,current_ai_status,suggested_review_action,completion_status
261,82,latest_live_05,MR-REPLY-latest_live_05-RPLY00100,latest_live_05-SEM0001-000000000400,latest_live_05-COM00003,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
262,82,latest_live_05,MR-REPLY-latest_live_05-RPLY00101,latest_live_05-SEM0012-000000314350,latest_live_05-COM00004,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
263,82,latest_live_05,MR-REPLY-latest_live_05-RPLY00102,latest_live_05-SEM0045-000001200290,latest_live_05-COM00005,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
264,82,latest_live_05,MR-REPLY-latest_live_05-RPLY00103,latest_live_05-SEM0045-000001200290,latest_live_05-COM00006,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
265,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00104,latest_live_06-SEM0001-000000000160,latest_live_06-COM00001,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
266,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00105,latest_live_06-SEM0001-000000000160,latest_live_06-COM00002,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
267,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00106,latest_live_06-SEM0038-000000886290,latest_live_06-COM00003,900000,00:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
268,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00107,latest_live_06-SEM0038-000000886290,latest_live_06-COM00004,900000,00:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
269,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00108,latest_live_06-SEM0038-000000886290,latest_live_06-COM00005,900000,00:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
270,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00109,latest_live_06-SEM0055-000001201210,latest_live_06-COM00006,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
271,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00110,latest_live_06-SEM0055-000001201210,latest_live_06-COM00007,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
272,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00111,latest_live_06-SEM0055-000001201210,latest_live_06-COM00008,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
273,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00112,latest_live_06-SEM0068-000001495170,latest_live_06-COM00009,1500000,00:25:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
274,82,latest_live_06,MR-REPLY-latest_live_06-RPLY00113,latest_live_06-SEM0068-000001495170,latest_live_06-COM00010,1500000,00:25:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
275,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00114,latest_live_07-SEM0001-000000005910,latest_live_07-COM00001,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
276,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00115,latest_live_07-SEM0001-000000005910,latest_live_07-COM00002,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
277,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00116,latest_live_07-SEM0011-000000299350,latest_live_07-COM00003,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
278,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00117,latest_live_07-SEM0011-000000299350,latest_live_07-COM00004,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
279,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00118,latest_live_07-SEM0021-000000601370,latest_live_07-COM00005,600000,00:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
280,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00119,latest_live_07-SEM0043-000001206430,latest_live_07-COM00006,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
281,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00120,latest_live_07-SEM0055-000001500920,latest_live_07-COM00007,1500000,00:25:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
282,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00121,latest_live_07-SEM0055-000001500920,latest_live_07-COM00008,1500000,00:25:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
283,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00122,latest_live_07-SEM0066-000001790820,latest_live_07-COM00009,1800000,00:30:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
284,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00123,latest_live_07-SEM0066-000001790820,latest_live_07-COM00010,1800000,00:30:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
285,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00124,latest_live_07-SEM0075-000002088420,latest_live_07-COM00011,2100000,00:35:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
286,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00125,latest_live_07-SEM0089-000002406410,latest_live_07-COM00012,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
287,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00126,latest_live_07-SEM0089-000002406410,latest_live_07-COM00013,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
288,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00127,latest_live_07-SEM0089-000002406410,latest_live_07-COM00014,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
289,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00128,latest_live_07-SEM0102-000002707180,latest_live_07-COM00015,2700000,00:45:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
290,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00129,latest_live_07-SEM0111-000002999660,latest_live_07-COM00016,3000000,00:50:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
291,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00130,latest_live_07-SEM0111-000002999660,latest_live_07-COM00017,3000000,00:50:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
292,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00131,latest_live_07-SEM0123-000003296930,latest_live_07-COM00018,3300000,00:55:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
293,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00132,latest_live_07-SEM0138-000003601370,latest_live_07-COM00019,3600000,01:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
294,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00133,latest_live_07-SEM0138-000003601370,latest_live_07-COM00020,3600000,01:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
295,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00134,latest_live_07-SEM0152-000003917180,latest_live_07-COM00021,3900000,01:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
296,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00135,latest_live_07-SEM0162-000004200560,latest_live_07-COM00022,4200000,01:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
297,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00136,latest_live_07-SEM0162-000004200560,latest_live_07-COM00023,4200000,01:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
298,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00137,latest_live_07-SEM0186-000004823620,latest_live_07-COM00024,4800000,01:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
299,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00138,latest_live_07-SEM0186-000004823620,latest_live_07-COM00025,4800000,01:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
300,82,latest_live_07,MR-REPLY-latest_live_07-RPLY00139,latest_live_07-SEM0200-000005094030,latest_live_07-COM00026,5100000,01:25:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
301,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00140,latest_live_08-SEM0001-000000029790,latest_live_08-COM00001,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
302,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00141,latest_live_08-SEM0012-000000311320,latest_live_08-COM00002,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
303,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00142,latest_live_08-SEM0012-000000311320,latest_live_08-COM00003,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
304,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00143,latest_live_08-SEM0012-000000311320,latest_live_08-COM00004,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
305,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00144,latest_live_08-SEM0022-000000607810,latest_live_08-COM00005,600000,00:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
306,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00145,latest_live_08-SEM0022-000000607810,latest_live_08-COM00006,600000,00:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
307,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00146,latest_live_08-SEM0032-000000905050,latest_live_08-COM00007,900000,00:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
308,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00147,latest_live_08-SEM0032-000000905050,latest_live_08-COM00008,900000,00:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
309,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00148,latest_live_08-SEM0045-000001201960,latest_live_08-COM00009,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
310,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00149,latest_live_08-SEM0045-000001201960,latest_live_08-COM00010,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
311,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00150,latest_live_08-SEM0071-000001801650,latest_live_08-COM00011,1800000,00:30:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
312,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00151,latest_live_08-SEM0071-000001801650,latest_live_08-COM00012,1800000,00:30:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
313,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00152,latest_live_08-SEM0071-000001801650,latest_live_08-COM00013,1800000,00:30:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
314,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00153,latest_live_08-SEM0071-000001801650,latest_live_08-COM00014,1800000,00:30:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
315,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00154,latest_live_08-SEM0084-000002097360,latest_live_08-COM00015,2100000,00:35:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
316,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00155,latest_live_08-SEM0084-000002097360,latest_live_08-COM00016,2100000,00:35:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
317,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00156,latest_live_08-SEM0101-000002402750,latest_live_08-COM00017,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
318,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00157,latest_live_08-SEM0113-000002717840,latest_live_08-COM00018,2700000,00:45:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
319,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00158,latest_live_08-SEM0113-000002717840,latest_live_08-COM00019,2700000,00:45:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
320,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00159,latest_live_08-SEM0127-000003004100,latest_live_08-COM00020,3000000,00:50:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
321,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00160,latest_live_08-SEM0127-000003004100,latest_live_08-COM00021,3000000,00:50:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
322,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00161,latest_live_08-SEM0127-000003004100,latest_live_08-COM00022,3000000,00:50:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
323,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00162,latest_live_08-SEM0127-000003004100,latest_live_08-COM00023,3000000,00:50:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
324,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00163,latest_live_08-SEM0127-000003004100,latest_live_08-COM00024,3000000,00:50:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
325,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00164,latest_live_08-SEM0138-000003292470,latest_live_08-COM00025,3300000,00:55:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
326,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00165,latest_live_08-SEM0138-000003292470,latest_live_08-COM00026,3300000,00:55:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
327,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00166,latest_live_08-SEM0154-000003596730,latest_live_08-COM00027,3600000,01:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
328,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00167,latest_live_08-SEM0154-000003596730,latest_live_08-COM00028,3600000,01:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
329,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00168,latest_live_08-SEM0167-000003904000,latest_live_08-COM00029,3900000,01:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
330,82,latest_live_08,MR-REPLY-latest_live_08-RPLY00169,latest_live_08-SEM0167-000003904000,latest_live_08-COM00030,3900000,01:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
331,82,latest_live_09,MR-REPLY-latest_live_09-RPLY00170,latest_live_09-SEM0001-000000000320,latest_live_09-COM00001,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
332,82,latest_live_09,MR-REPLY-latest_live_09-RPLY00171,latest_live_09-SEM0001-000000000320,latest_live_09-COM00002,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
333,82,latest_live_09,MR-REPLY-latest_live_09-RPLY00172,latest_live_09-SEM0015-000000310830,latest_live_09-COM00003,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
