lesson_id,file_type,file_name,source_path,expected_size_bytes,actual_size_bytes,expected_last_write_time,actual_last_write_time,exists,size_match,mtime_match,status,error
L0811,video,澜心私密瑜伽12月公开课(5)-2023-12-18091225.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\私密瑜伽\澜心私密瑜伽12月公开课(5)-2023-12-18091225.mp4,1751455457,1751455457,2025-11-26 17:20:26,2025-11-26 17:20:26,true,true,true,ok,
L0812,video,私密瑜伽先导课_回看.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\私密瑜伽\私密瑜伽先导课_回看.mp4,21107424,21107424,2025-11-21 18:08:58,2025-11-21 18:08:58,true,true,true,ok,
L0813,video,私密瑜伽公开课_回看.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\私密瑜伽\私密瑜伽公开课_回看.mp4,288848942,288848942,2025-11-21 18:06:05,2025-11-21 18:06:05,true,true,true,ok,
L0814,video,私密瑜伽花式螺旋御球术_回看.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\私密瑜伽\私密瑜伽花式螺旋御球术_回看.mp4,225770885,225770885,2025-11-21 18:03:17,2025-11-21 18:03:17,true,true,true,ok,
L0815,video,私密瑜伽（课程介绍）.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\私密瑜伽\私密瑜伽（课程介绍）.mp4,4036238161,4036238161,2025-11-22 17:08:09,2025-11-22 17:08:09,true,true,true,ok,
L0816,video,第一课；解谜私密瑜伽2020-04-20212104(2).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\私密瑜伽\第一课；解谜私密瑜伽2020-04-20212104(2).mp4,0,0,2025-11-26 16:45:28,2025-11-26 16:45:28,true,true,true,ok,
L0817,video,第一节课(1)(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一节\第一节课(1)(1).mp4,503847458,503847458,2025-11-26 10:30:26,2025-11-26 10:30:26,true,true,true,ok,
L0818,video,第一节课(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一节\第一节课(1).mp4,503847458,503847458,2025-11-22 18:08:21,2025-11-22 18:08:21,true,true,true,ok,
L0819,video,第一节课-丹田呼吸.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一节\第一节课-丹田呼吸.mp4,503162545,503162545,2025-11-22 16:52:28,2025-11-22 16:52:28,true,true,true,ok,
L0820,video,第一节课私密瑜伽的趋势与未来(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一节\第一节课私密瑜伽的趋势与未来(1).mp4,585694151,585694151,2025-11-26 10:32:31,2025-11-26 10:32:31,true,true,true,ok,
L0821,video,第一节课训练(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一节\第一节课训练(1).mp4,757257969,757257969,2025-11-22 17:52:09,2025-11-22 17:52:09,true,true,true,ok,
L0822,video,第一节课训练(2).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一节\第一节课训练(2).mp4,757257969,757257969,2025-11-26 10:36:15,2025-11-26 10:36:15,true,true,true,ok,
L0823,video,第一节课训练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一节\第一节课训练.mp4,751998783,751998783,2025-11-22 17:44:29,2025-11-22 17:44:29,true,true,true,ok,
L0824,video,21天全阶段第一阶段第二节丹田呼吸.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一阶段 课程复训\21天全阶段第一阶段第二节丹田呼吸.mp4,4092805906,4092805906,2025-11-24 02:31:59,2025-11-24 02:31:59,true,true,true,ok,
L0825,video,第一阶段第三天带练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一阶段 课程复训\第一阶段第三天带练.mp4,1487407956,1487407956,2025-11-24 02:21:02,2025-11-24 02:21:02,true,true,true,ok,
L0826,video,第一阶段第二天.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第一阶段 课程复训\第一阶段第二天.mp4,1391701261,1391701261,2025-11-24 02:10:25,2025-11-24 02:10:25,true,true,true,ok,
L0827,video,第三节课.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第三节\第三节课.mp4,377189720,377189720,2025-11-22 18:10:23,2025-11-22 18:10:23,true,true,true,ok,
L0828,video,第三节课性生物能量疗愈(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第三节\第三节课性生物能量疗愈(1).mp4,251998085,251998085,2025-11-26 10:26:44,2025-11-26 10:26:44,true,true,true,ok,
L0829,video,第三节课程.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第三节\第三节课程.mp4,377672626,377672626,2025-11-22 16:10:06,2025-11-22 16:10:06,true,true,true,ok,
L0830,video,第三节课训练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第三节\第三节课训练.mp4,564237356,564237356,2025-11-22 16:50:06,2025-11-22 16:50:06,true,true,true,ok,
L0831,video,第2课 骨盆律动.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第二节\第2课 骨盆律动.mp4,556505849,556505849,2025-11-22 15:47:48,2025-11-22 15:47:48,true,true,true,ok,
L0832,video,第二节课私密瑜伽原理功效及由来(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第二节\第二节课私密瑜伽原理功效及由来(1).mp4,497628218,497628218,2025-11-26 10:32:01,2025-11-26 10:32:01,true,true,true,ok,
L0833,video,第二节课训练(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第二节\第二节课训练(1).mp4,561642159,561642159,2025-11-22 18:01:39,2025-11-22 18:01:39,true,true,true,ok,
L0834,video,第二节课训练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第二节\第二节课训练.mp4,554475616,554475616,2025-11-22 16:32:45,2025-11-22 16:32:45,true,true,true,ok,
L0835,video,“澜心私房话”第五节直播课“如何打造高潮体验”2023-03-24220720.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第五节\“澜心私房话”第五节直播课“如何打造高潮体验”2023-03-24220720.mp4,2566725881,2566725881,2025-11-26 11:35:21,2025-11-26 11:35:21,true,true,true,ok,
L0836,video,第五节课.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第五节\第五节课.mp4,539015486,539015486,2025-11-22 16:57:10,2025-11-22 16:57:10,true,true,true,ok,
L0837,video,第五节课盆底肌解剖与测评(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第五节\第五节课盆底肌解剖与测评(1).mp4,213331381,213331381,2025-11-26 10:36:46,2025-11-26 10:36:46,true,true,true,ok,
L0838,video,第五节课训练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第五节\第五节课训练.mp4,606354478,606354478,2025-11-22 15:53:48,2025-11-22 15:53:48,true,true,true,ok,
L0839,video, 第2课 元气脉轮呼吸.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第十一期 PC肌动力训练营\ 第2课 元气脉轮呼吸.mp4,2444029854,2444029854,2025-11-27 12:08:35,2025-11-27 12:08:35,true,true,true,ok,
L0840,video, 第7课 花式御球.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第十一期 PC肌动力训练营\ 第7课 花式御球.mp4,1887098241,1887098241,2025-11-27 12:00:19,2025-11-27 12:00:19,true,true,true,ok,
L0841,video,第1课  私密瑜伽介绍 mp4.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第十一期 PC肌动力训练营\第1课  私密瑜伽介绍 mp4.mp4,2079074463,2079074463,2026-01-19 17:59:36,2026-01-19 17:59:36,true,true,true,ok,
L0842,video,第8课 回春功.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第十一期 PC肌动力训练营\第8课 回春功.mp4,887570294,887570294,2025-11-22 15:40:43,2025-11-22 15:40:43,true,true,true,ok,
L0843,video,第9课 八爪鱼.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第十一期 PC肌动力训练营\第9课 八爪鱼.mp4,2239143726,2239143726,2025-11-27 10:57:15,2025-11-27 10:57:15,true,true,true,ok,
L0844,video,第10课 YOUNI按摩.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第十一期 PC肌动力训练营\第10课 YOUNI按摩.mp4,350277194,350277194,2025-11-21 20:26:19,2025-11-21 20:26:19,true,true,true,ok,
L0845,video,花式御球术2020-04-03211637.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第十一期 PC肌动力训练营\花式御球术2020-04-03211637.mp4,779682796,779682796,2025-11-21 18:30:21,2025-11-21 18:30:21,true,true,true,ok,
L0846,text,课程明细.txt,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第十一期 PC肌动力训练营\课程明细.txt,171,171,2025-11-24 15:54:00,2025-11-24 15:54:00,true,true,true,ok,
L0847,video,“澜心私房话”第四节直播课“女阴九型”2023-03-23221839.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第四节\“澜心私房话”第四节直播课“女阴九型”2023-03-23221839.mp4,2524846676,2524846676,2025-11-26 11:36:32,2025-11-26 11:36:32,true,true,true,ok,
L0848,video,第四节课.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第四节\第四节课.mp4,484273718,484273718,2025-11-22 15:38:15,2025-11-22 15:38:15,true,true,true,ok,
L0849,video,第四节课女性内生殖系统概述(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第四节\第四节课女性内生殖系统概述(1).mp4,273016429,273016429,2025-11-26 10:33:59,2025-11-26 10:33:59,true,true,true,ok,
L0850,video,第四节课训练(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第四节\第四节课训练(1).mp4,477579258,477579258,2025-11-22 17:38:19,2025-11-22 17:38:19,true,true,true,ok,
L0851,video,第四节课训练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\第四节\第四节课训练.mp4,466735717,466735717,2025-11-22 17:14:53,2025-11-22 17:14:53,true,true,true,ok,
L0852,video,365课程介绍(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\365课程介绍(1).mp4,1242470513,1242470513,2025-11-23 17:10:40,2025-11-23 17:10:40,true,true,true,ok,
L0853,video,先导课盆底肌构造-压缩版.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\先导课盆底肌构造-压缩版.mp4,569442785,569442785,2026-01-06 18:02:26,2026-01-06 18:02:26,true,true,true,ok,
L0854,video,先导课盆底肌构造.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\先导课盆底肌构造.mp4,2930745846,2930745846,2025-11-23 17:25:41,2025-11-23 17:25:41,true,true,true,ok,
L0855,video,相约美好，拥抱长期主义-51期紧致V动力结营典礼2024-03-17222455.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\相约美好，拥抱长期主义-51期紧致V动力结营典礼2024-03-17222455.mp4,1997574736,1997574736,2025-11-23 17:23:12,2025-11-23 17:23:12,true,true,true,ok,
L0856,video,第一天跟练(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\第一天跟练(1).mp4,219365136,219365136,2025-11-23 16:58:54,2025-11-23 16:58:54,true,true,true,ok,
L0857,video,第一阶段第一天带练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\第一阶段第一天带练.mp4,2282750285,2282750285,2025-11-23 17:20:44,2025-11-23 17:20:44,true,true,true,ok,
L0858,video,第三天跟练(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\第三天跟练(1).mp4,345196213,345196213,2025-11-23 17:00:16,2025-11-23 17:00:16,true,true,true,ok,
L0859,video,第二天跟练(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\第二天跟练(1).mp4,231780401,231780401,2025-11-23 17:00:43,2025-11-23 17:00:43,true,true,true,ok,
L0860,video,第四天跟练(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\紧致V动力\第四天跟练(1).mp4,159392677,159392677,2025-11-23 16:58:08,2025-11-23 16:58:08,true,true,true,ok,
L0861,video,第一节 解密私密瑜伽.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第一节 解密私密瑜伽.mp4,310662697,310662697,2026-01-23 12:43:56,2026-01-23 12:43:56,true,true,true,ok,
L0862,video,第七节 花式驭球.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第七节 花式驭球.mp4,149047413,149047413,2026-01-23 11:48:59,2026-01-23 11:48:59,true,true,true,ok,
L0863,video,第三课 性能量激活.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第三课 性能量激活.mp4,295626981,295626981,2026-01-23 12:00:07,2026-01-23 12:00:07,true,true,true,ok,
L0864,video,第九课 八爪鱼.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第九课 八爪鱼.mp4,194796678,194796678,2026-01-23 11:31:08,2026-01-23 11:31:08,true,true,true,ok,
L0865,video,第二节 元炁脉轮呼吸.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第二节 元炁脉轮呼吸.mp4,449456689,449456689,2026-01-23 11:25:23,2026-01-23 11:25:23,true,true,true,ok,
L0866,video,第五课 Pc肌激活.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第五课 Pc肌激活.mp4,182725282,182725282,2026-01-23 12:32:09,2026-01-23 12:32:09,true,true,true,ok,
L0867,video,第八节回春功.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第八节回春功.mp4,144083638,144083638,2026-01-23 11:19:02,2026-01-23 11:19:02,true,true,true,ok,
L0868,video,第六节 Pc肌动力提升.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第六节 Pc肌动力提升.mp4,316877366,316877366,2026-01-23 11:43:08,2026-01-23 11:43:08,true,true,true,ok,
L0869,video,第十课 Yoni按摩.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第十课 Yoni按摩.mp4,453353245,453353245,2026-01-23 12:16:54,2026-01-23 12:16:54,true,true,true,ok,
L0870,video,第四节 Pc肌唤醒.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\第四节 Pc肌唤醒.mp4,218762471,218762471,2026-01-23 12:24:58,2026-01-23 12:24:58,true,true,true,ok,
L0871,video,第1课 六脉神剑.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第1课 六脉神剑.mp4,877020206,877020206,2026-01-23 13:30:16,2026-01-23 13:30:16,true,true,true,ok,
L0872,video,第2课 七剑下天山.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第2课 七剑下天山.mp4,1183052501,1183052501,2026-01-23 14:35:28,2026-01-23 14:35:28,true,true,true,ok,
L0873,video,第3课 阴道垂吊术.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第3课 阴道垂吊术.mp4,339214384,339214384,2026-01-23 16:57:04,2026-01-23 16:57:04,true,true,true,ok,
L0874,video,第4课 花式垂吊术.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第4课 花式垂吊术.mp4,593091827,593091827,2026-01-26 16:50:42,2026-01-26 16:50:42,true,true,true,ok,
L0875,video,第6课 激情美臀舞 Mp4.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第6课 激情美臀舞 Mp4.mp4,189268016,189268016,2026-01-27 15:20:21,2026-01-27 15:20:21,true,true,true,ok,
L0876,video,第7课 元气乳房疗愈.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第7课 元气乳房疗愈.mp4,972921874,972921874,2026-01-27 13:37:19,2026-01-27 13:37:19,true,true,true,ok,
L0877,video,第8课 伴侣身体开发.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第8课 伴侣身体开发.mp4,442499120,442499120,2026-01-27 15:35:37,2026-01-27 15:35:37,true,true,true,ok,
L0878,video,第9课 伴侣共修.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第9课 伴侣共修.mp4,743178288,743178288,2026-01-27 17:23:45,2026-01-27 17:23:45,true,true,true,ok,
L0879,video,第10课 性养生十六式.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\第10课 性养生十六式.mp4,329252912,329252912,2026-01-27 14:35:22,2026-01-27 14:35:22,true,true,true,ok,
L0880,video,魅力女神提升班 先导课.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\压缩\魅力女神提升班2023年\魅力女神提升班 先导课.mp4,52690992,52690992,2026-01-27 14:37:54,2026-01-27 14:37:54,true,true,true,ok,
L0881,video,第一节 解密私密瑜伽.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第一节 解密私密瑜伽.mp4,2139235033,2139235033,2026-01-23 10:57:58,2026-01-23 10:57:58,true,true,true,ok,
L0882,video,第七节 花式驭球.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第七节 花式驭球.mp4,1233534041,1233534041,2026-01-23 10:53:11,2026-01-23 10:53:11,true,true,true,ok,
L0883,video,第三课 性能量激活.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第三课 性能量激活.mp4,2126850703,2126850703,2026-01-23 10:55:57,2026-01-23 10:55:57,true,true,true,ok,
L0884,video,第九课 八爪鱼.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第九课 八爪鱼.mp4,1414815289,1414815289,2026-01-23 10:53:20,2026-01-23 10:53:20,true,true,true,ok,
L0885,video,第二节 元炁脉轮呼吸.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第二节 元炁脉轮呼吸.mp4,2940455915,2940455915,2026-01-23 10:55:43,2026-01-23 10:55:43,true,true,true,ok,
L0886,video,第五课 PC肌激活.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第五课 PC肌激活.mp4,1244070852,1244070852,2026-01-23 10:56:15,2026-01-23 10:56:15,true,true,true,ok,
L0887,video,第八节回春功.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第八节回春功.mp4,971669488,971669488,2026-01-23 10:52:54,2026-01-23 10:52:54,true,true,true,ok,
L0888,video,第六节 PC肌动力提升.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第六节 PC肌动力提升.mp4,2186465919,2186465919,2026-01-23 10:54:06,2026-01-23 10:54:06,true,true,true,ok,
L0889,video,第十课 YONI按摩.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第十课 YONI按摩.mp4,3224224964,3224224964,2026-01-23 10:57:40,2026-01-23 10:57:40,true,true,true,ok,
L0890,video,第四节 PC肌唤醒.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\经典班\第四节 PC肌唤醒.mp4,1589165660,1589165660,2026-01-23 10:56:02,2026-01-23 10:56:02,true,true,true,ok,
L0891,video,美胸疗愈课第一课.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美胸\美胸疗愈课第一课.mp4,497753386,497753386,2025-11-24 10:49:27,2025-11-24 10:49:27,true,true,true,ok,
L0892,video,美胸疗愈课第三课.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美胸\美胸疗愈课第三课.mp4,541993271,541993271,2025-11-24 10:48:06,2025-11-24 10:48:06,true,true,true,ok,
L0893,video,美胸疗愈课第二课.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美胸\美胸疗愈课第二课.mp4,530921850,530921850,2025-11-24 10:48:59,2025-11-24 10:48:59,true,true,true,ok,
L0894,video,0518早课魅力女神训练营-美臀1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\0518早课魅力女神训练营-美臀1.mp4,1031072065,1031072065,2025-11-23 23:31:09,2025-11-23 23:31:09,true,true,true,ok,
L0895,video,0615早课美胸练习.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\0615早课美胸练习.mp4,1376241744,1376241744,2025-11-23 23:23:57,2025-11-23 23:23:57,true,true,true,ok,
L0896,video,0618早课-美臀训练2024-06-18080419.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\0618早课-美臀训练2024-06-18080419.mp4,967177089,967177089,2025-11-23 23:34:51,2025-11-23 23:34:51,true,true,true,ok,
L0897,video,0619早课-美臀训练2024-06-19082252.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\0619早课-美臀训练2024-06-19082252.mp4,1096656888,1096656888,2025-11-23 23:40:56,2025-11-23 23:40:56,true,true,true,ok,
L0898,video,0620早课-美臀训练2024-06-19063312.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\0620早课-美臀训练2024-06-19063312.mp4,13708198,13708198,2025-11-23 23:40:57,2025-11-23 23:40:57,true,true,true,ok,
L0899,video,video_1721263447.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\video_1721263447.mp4,3988364,3988364,2025-11-24 16:22:57,2025-11-24 16:22:57,true,true,true,ok,
L0900,video,video_1721348056.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\video_1721348056.mp4,2697024,2697024,2025-11-24 16:22:57,2025-11-24 16:22:57,true,true,true,ok,
L0901,video,一招暖紧润@澜心老师学前体验课2024-03-06220038.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\一招暖紧润@澜心老师学前体验课2024-03-06220038.mp4,2131178285,2131178285,2025-11-23 23:43:38,2025-11-23 23:43:38,true,true,true,ok,
L0902,video,性感美臀训练营第四课小格式(2).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\性感美臀训练营第四课小格式(2).mp4,1136141916,1136141916,2025-11-23 23:43:06,2025-11-23 23:43:06,true,true,true,ok,
L0903,video,澜心早课美臀课8月27日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课8月27日.mp4,450584595,450584595,2025-11-23 23:22:11,2025-11-23 23:22:11,true,true,true,ok,
L0904,video,澜心早课美臀课9月2日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课9月2日.mp4,385048025,385048025,2025-11-23 23:15:32,2025-11-23 23:15:32,true,true,true,ok,
L0905,video,澜心早课美臀课9月3日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课9月3日.mp4,376881228,376881228,2025-11-23 23:36:51,2025-11-23 23:36:51,true,true,true,ok,
L0906,video,澜心早课美臀课9月9日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课9月9日.mp4,280043595,280043595,2025-11-23 23:25:34,2025-11-23 23:25:34,true,true,true,ok,
L0907,video,澜心早课美臀课9月23日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课9月23日.mp4,114336982,114336982,2025-11-23 23:34:46,2025-11-23 23:34:46,true,true,true,ok,
L0908,video,澜心早课美臀课9月24日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课9月24日.mp4,346945307,346945307,2025-11-23 23:15:09,2025-11-23 23:15:09,true,true,true,ok,
L0909,video,澜心早课美臀课9月30日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课9月30日.mp4,285809121,285809121,2025-11-23 23:14:28,2025-11-23 23:14:28,true,true,true,ok,
L0910,video,澜心早课美臀课10月1日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课10月1日.mp4,374668648,374668648,2025-11-23 23:24:40,2025-11-23 23:24:40,true,true,true,ok,
L0911,video,澜心早课美臀课10月8日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课10月8日.mp4,282365763,282365763,2025-11-23 23:18:02,2025-11-23 23:18:02,true,true,true,ok,
L0912,video,澜心早课美臀课10月9日.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\美臀\澜心早课美臀课10月9日.mp4,300530213,300530213,2025-11-23 23:18:35,2025-11-23 23:18:35,true,true,true,ok,
